t_sec,pose_x,pose_y,pose_z,pose_roll,pose_pitch,pose_yaw,status_battery_voltage,raw_battery_voltage,filt_battery_voltage,cmd_x,cmd_y,cmd_z,cmd_yaw,est_vx,est_vy,est_vz,est_ax,est_ay,est_az,gyro_x,gyro_y,gyro_z,angAcc_x,angAcc_y,angAcc_z,velDes_vx,velDes_vy,velDes_vz,attDes_roll,attDes_pitch,attDes_yaw,motor_f1,motor_f2,motor_f3,motor_f4,motor_f1_scaled,motor_f2_scaled,motor_f3_scaled,motor_f4_scaled,bodyInFx,bodyInFy,bodyInFz,droneWorldFx,droneWorldFy,droneWorldFz,droneWorldFx_scaled,droneWorldFy_scaled,droneWorldFz_scaled,zero_bias_count,rateDes_roll,rateDes_pitch,rateDes_yaw,age_pose,age_status,age_cf_voltage,age_cmd_position,age_stateEstimate_velocity,age_stateEstimate_acc,age_gyro_feedback,age_vel_des,age_att_des,age_rate_des,age_cf_motor_force,age_cf_motor_force_scaled,age_cf_body_input_force,age_cf_world_force,age_cf_F_input_scaled,age_cf_zero_bias_dbg,validity_bitmask,offline_mob1_fx,offline_mob1_fy,offline_mob1_fz,offline_mob1_tx,offline_mob1_ty,offline_mob1_tz,offline_mob2_fx,offline_mob2_fy,offline_mob2_fz,offline_mob2_tx,offline_mob2_ty,offline_mob2_tz,offline_mobc_fx,offline_mobc_fy,offline_mobc_fz,offline_mobc_tx,offline_mobc_ty,offline_mobc_tz,offline_mobc2_fx,offline_mobc2_fy,offline_mobc2_fz,offline_mobc2_tx,offline_mobc2_ty,offline_mobc2_tz,offline_tauhat_x,offline_tauhat_y,offline_tauhat_z,offline_rxf_x,offline_rxf_y,offline_rxf_z,offline_etau_x,offline_etau_y,offline_etau_z,offline_rho_tau,offline_normal_pure_nx,offline_normal_pure_ny,offline_normal_pure_nz,offline_normal_k1_nx,offline_normal_k1_ny,offline_normal_k1_nz,offline_normal_k1_novcorr_nx,offline_normal_k1_novcorr_ny,offline_normal_k1_novcorr_nz,offline_normal_k2_nx,offline_normal_k2_ny,offline_normal_k2_nz,offline_normal_k2_nolpf_nx,offline_normal_k2_nolpf_ny,offline_normal_k2_nolpf_nz,offline_normal_k2_novcorr_nx,offline_normal_k2_novcorr_ny,offline_normal_k2_novcorr_nz,offline_contact_force_x
1777402839.1356275082,0.0386566184,0.0376645401,0.0987615958,2.7994311870,-0.0391247811,0.0011422751,3.8689999580,3.8692083359,3.8687546253,-0.1000000015,0.0000000000,-0.0199999996,0.0000000000,-0.0141632529,-0.0034807627,0.0010469289,0.0102618635,-0.3053756952,-1.9526164532,-0.0294051077,0.1131930426,0.0452911258,-0.4480204729,-1.4466852315,-2.0420153583,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0450060703,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1057.6844482422,-14.7559089661,0.0000000000,0.0000827312,0.6500837803,0.0501182079,0.0400969982,0.0600850582,0.0701365471,0.0800507069,0.0100419521,0.0201516151,0.0701184273,0.0000431538,0.0000200272,0.0100193024,0.0400600433,0.0201342106,0.0800244808,262143,-0.0149708922,-0.0084173553,0.0899404596,-0.0001378585,0.0007190556,-0.0000529925,-0.0191028865,-0.0107432944,-0.0041181119,-0.0001674096,0.0009264493,-0.0002505397,-0.0184971620,-0.0088940724,-0.0059451555,-0.0001674096,0.0009264493,-0.0002505397,-0.0167718563,-0.0044824495,-0.0111048127,-0.0001674096,0.0009264493,-0.0002505397,-0.0001674096,0.0009264493,-0.0002505397,0.0003149141,-0.0000604482,-0.0008923389,-0.0004823237,0.0009868975,0.0006417991,0.5529672473,0.8575692330,0.4832392252,0.1762238967,0.8684501493,0.4153804023,0.2706537633,0.8684501487,0.4153804017,0.2706537662,0.8209106227,0.2061654932,0.5325425232,0.8215428559,0.2051380408,0.5319640215,0.8212091769,0.2056759886,0.5322714302,0.0213515274
1777402839.1455576420,0.0386566184,0.0376645401,0.0987615958,2.7994311870,-0.0391247811,0.0011422751,3.8689999580,3.8692083359,3.8687806129,-0.1000000015,0.0000000000,-0.0199999996,0.0000000000,-0.0141632529,-0.0034807627,0.0010469289,0.0102618635,-0.3053756952,-1.9526164532,-0.0294051077,0.1131930426,0.0452911258,-0.4480204729,-1.4466852315,-2.0420153583,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0450060703,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1057.6844482422,-14.7559089661,0.0000000000,0.0100128651,0.6600139141,0.0000636578,0.0000362396,0.0700151920,0.0800666809,0.0899808407,0.0199720860,0.0300817490,0.0800485611,0.0099732876,0.0099501610,0.0199494362,0.0000195503,0.0300643444,0.0899546146,262143,-0.0141182926,-0.0092123306,0.0897499848,-0.0002557882,0.0006353658,-0.0000343698,-0.0187143912,-0.0111132489,-0.0040706435,-0.0002708043,0.0008978080,-0.0002545361,-0.0181090188,-0.0092826585,-0.0058997497,-0.0002708043,0.0008978080,-0.0002545361,-0.0163723873,-0.0049566298,-0.0110831545,-0.0002708043,0.0008978080,-0.0002545361,-0.0002708043,0.0008978080,-0.0002545361,0.0002691214,-0.0000941163,-0.0006873226,-0.0005399257,0.0009919242,0.0004327865,0.5275783052,0.8562499663,0.4849902461,0.1778214171,0.8657535985,0.4199538857,0.2722304917,0.8657535980,0.4199538852,0.2722304940,0.8184964838,0.2110721786,0.5343332682,0.8200188496,0.2076160267,0.5333522961,0.8197504457,0.2080460247,0.5335972810,0.0211823285
1777402839.1555254459,0.0386566184,0.0376645401,0.0987615958,2.7994311870,-0.0391247811,0.0011422751,3.8689999580,3.8692083359,3.8687806129,-0.1000000015,0.0000000000,-0.0199999996,0.0000000000,-0.0141632529,-0.0034807627,0.0010469289,0.0102618635,-0.3053756952,-1.9526164532,-0.2323861867,-0.1792498380,0.1430513561,-2.0312268312,-2.9264689523,0.9782843002,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0450060703,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1057.6844482422,-14.7559089661,0.0000000000,0.0199806690,0.6699817181,0.0100314617,0.0100040436,0.0799829960,0.0900344849,0.0000183582,0.0299398899,0.0400495529,0.0900163651,0.0199410915,0.0199179649,0.0299172401,0.0099873543,0.0400321484,0.0999224186,262143,-0.0140876398,-0.0092563612,0.0891620557,-0.0002543783,0.0006371916,-0.0000337160,-0.0181596968,-0.0116282915,-0.0040221231,-0.0002795236,0.0008955963,-0.0002393601,-0.0175556703,-0.0098205573,-0.0058536802,-0.0002795236,0.0008955963,-0.0002393601,-0.0158108701,-0.0055735964,-0.0110647989,-0.0002795236,0.0008955963,-0.0002393601,-0.0002795236,0.0008955963,-0.0002393601,0.0002906555,-0.0000783781,-0.0007498902,-0.0005701791,0.0009739744,0.0005105301,0.5467707355,0.8518530600,0.4922570585,0.1789674624,0.8614598264,0.4277998291,0.2736316389,0.8614598260,0.4277998287,0.2736316407,0.8145374148,0.2199337799,0.5368034393,0.8167720184,0.2147565972,0.5355026366,0.8155634472,0.2175184149,0.5362294312,0.0210113674
1777402839.1655769348,0.0386566184,0.0376645401,0.0987615958,2.7994311870,-0.0391247811,0.0011422751,3.8689999580,3.8692083359,3.8687806129,-0.1000000015,0.0000000000,-0.0199999996,0.0000000000,-0.0141632529,-0.0034807627,0.0010469289,0.0156033970,-0.3510114849,-1.9335298538,-0.2323861867,-0.1792498380,0.1430513561,-2.0312268312,-2.9264689523,0.9782843002,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0450060703,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1039.7192382812,-17.0974922180,0.0000000000,0.0300321579,0.6800332069,0.0200829506,0.0200555325,0.0900344849,0.0000615120,0.0100698471,0.0399913788,0.0501010418,0.0000374317,0.0299925804,0.0299694538,0.0399687290,0.0200388432,0.0000181198,0.1099739075,262143,-0.0140673066,-0.0092855683,0.0887720601,-0.0002280684,0.0006269526,-0.0000040376,-0.0178077485,-0.0119467671,-0.0040034844,-0.0002807537,0.0008924392,-0.0002249948,-0.0172051894,-0.0101509757,-0.0058361314,-0.0002807537,0.0008924392,-0.0002249948,-0.0154607609,-0.0059265080,-0.0110597247,-0.0002807537,0.0008924392,-0.0002249948,-0.0002807537,0.0008924392,-0.0002249948,0.0003037565,-0.0000672057,-0.0007884751,-0.0005845103,0.0009596449,0.0005634803,0.5587358541,0.8461103170,0.5017311252,0.1798977749,0.8548420635,0.4399618340,0.2750974938,0.8548420632,0.4399618337,0.2750974952,0.8083701743,0.2336225033,0.5403315531,0.8111709669,0.2273923219,0.5387897497,0.8101757762,0.2295947502,0.5393528181,0.0207792670
1777402839.1756219864,0.0386566184,0.0376645401,0.0987615958,2.7994311870,-0.0391247811,0.0011422751,3.8689999580,3.8692083359,3.8687806129,-0.1000000015,0.0000000000,-0.0199999996,0.0000000000,-0.0022815901,0.0010439847,-0.0015419381,0.0156033970,-0.3510114849,-1.9335298538,-0.2323861867,-0.1792498380,0.1430513561,-2.0312268312,-2.9264689523,0.9782843002,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0450060703,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1039.7192382812,-17.0974922180,0.0000000000,0.0400772095,0.6900782585,0.0301280022,0.0301005840,0.0000348091,0.0101065636,0.0201148987,0.0500364304,0.0601460934,0.0100824833,0.0400376320,0.0400145054,0.0000150204,0.0300838947,0.0100631714,0.1200189590,262143,-0.0140369591,-0.0093291603,0.0881899868,-0.0002268947,0.0006287148,-0.0000035597,-0.0173052106,-0.0123898822,-0.0039938593,-0.0002821923,0.0008880312,-0.0002044305,-0.0167057158,-0.0106073079,-0.0058271994,-0.0002821923,0.0008880312,-0.0002044305,-0.0149701442,-0.0063762318,-0.0110599787,-0.0002821923,0.0008880312,-0.0002044305,-0.0002821923,0.0008880312,-0.0002044305,0.0003216671,-0.0000496267,-0.0008419748,-0.0006038594,0.0009376579,0.0006375443,0.5763261384,0.8382350234,0.5144611128,0.1808087633,0.8473630016,0.4533141102,0.2765542641,0.8473630014,0.4533141100,0.2765542652,0.8013902966,0.2484274559,0.5441115617,0.8046430664,0.2415657553,0.5423979366,0.8028857069,0.2452187377,0.5433620453,0.0206475295
1777402839.1856117249,0.0428068563,0.0360011421,0.0990302414,2.7740883772,-0.0418286889,0.0021438395,3.8689999580,3.8692083359,3.8687806129,-0.1000000015,0.0000000000,-0.0199999996,0.0000000000,-0.0022815901,0.0010439847,-0.0015419381,0.0156033970,-0.3510114849,-1.9335298538,-0.2323861867,-0.1792498380,0.1430513561,-2.0312268312,-2.9264689523,0.9782843002,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0450060703,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1039.7192382812,-17.0974922180,0.0000000000,0.0000751019,0.7000679970,0.0401177406,0.0400903225,0.0100245476,0.0200963020,0.0301046371,0.0600261688,0.0701358318,0.0200722218,0.0000393391,0.0000176430,0.0100047588,0.0400736332,0.0200529099,0.1300086975,262143,-0.0139974826,-0.0092375716,0.0875017872,-0.0002257280,0.0006304665,-0.0000030848,-0.0168251237,-0.0127012578,-0.0040795601,-0.0002831733,0.0008839959,-0.0001849945,-0.0162297249,-0.0109268916,-0.0059122436,-0.0002831733,0.0008839959,-0.0001849945,-0.0145123728,-0.0066493298,-0.0111415463,-0.0002831733,0.0008839959,-0.0001849945,-0.0002828951,0.0008853010,-0.0001913513,0.0003309832,-0.0000347261,-0.0008716755,-0.0006138783,0.0009200270,0.0006803242,0.5860566843,0.8297816731,0.5275819944,0.1819879508,0.8382847429,0.4685487187,0.2788203508,0.8382847427,0.4685487185,0.2788203517,0.7928279886,0.2649888794,0.5488211679,0.7878272711,0.2740122992,0.5515844911,0.7950173505,0.2611665517,0.5474846524,0.0204470549
1777402839.1957387924,0.0428068563,0.0360011421,0.0990302414,2.7740883772,-0.0418286889,0.0021438395,3.8689999580,3.8692083359,3.8688080311,-0.1000000015,0.0000000000,-0.0199999996,0.0000000000,-0.0022815901,0.0010439847,-0.0015419381,0.0156033970,-0.3510114849,-1.9335298538,-0.2323861867,-0.1792498380,0.1430513561,-2.0312268312,-2.9264689523,0.9782843002,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0450060703,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1039.7192382812,-17.0974922180,0.0000000000,0.0102021694,0.7101950645,0.0001084805,0.0000486374,0.0201516151,0.0302233696,0.0402317047,0.0701532364,0.0802628994,0.0301992893,0.0101664066,0.0101447105,0.0201318264,0.0000224113,0.0301799774,0.1401357651,262143,-0.0139799632,-0.0092670696,0.0871170202,-0.0002267085,0.0006302865,-0.0000020013,-0.0165213407,-0.0128958968,-0.0041411227,-0.0002864757,0.0008806467,-0.0001719246,-0.0159295131,-0.0111248619,-0.0059722780,-0.0002864757,0.0008806467,-0.0001719246,-0.0142304760,-0.0068010246,-0.0111892867,-0.0002864757,0.0008806467,-0.0001719246,-0.0002864757,0.0008806467,-0.0001719246,0.0003367995,-0.0000035250,-0.0009047923,-0.0006232752,0.0008841716,0.0007328677,0.5949737228,0.8200154454,0.5419300190,0.1840829265,0.8289181943,0.4833529237,0.2815396569,0.8289181941,0.4833529235,0.2815396577,0.7839042190,0.2805000068,0.5539078638,0.7780269005,0.2897675280,0.5574127034,0.7857121124,0.2774595134,0.5528767448,0.0203300808
1777402839.2055931091,0.0428068563,0.0360011421,0.0990302414,2.7740883772,-0.0418286889,0.0021438395,3.8689999580,3.8692083359,3.8688080311,-0.1000000015,0.0000000000,-0.0199999996,0.0000000000,-0.0022815901,0.0010439847,-0.0015419381,0.0156033970,-0.3510114849,-1.9335298538,-0.2323861867,-0.1792498380,0.1430513561,-2.0312268312,-2.9264689523,0.9782843002,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0450060703,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1039.7192382812,-17.0974922180,0.0000000000,0.0200564861,0.7200493813,0.0099627972,0.0099029541,0.0300059319,0.0400776863,0.0500860214,0.0800075531,0.0901172161,0.0400536060,0.0200207233,0.0199990273,0.0299861431,0.0098767281,0.0400342941,0.1499900818,262143,-0.0139574845,-0.0093114185,0.0865406482,-0.0002256413,0.0006298524,-0.0000009076,-0.0160921130,-0.0131700222,-0.0042410129,-0.0002867260,0.0008766774,-0.0001540974,-0.0155064819,-0.0114007125,-0.0060684830,-0.0002867260,0.0008766774,-0.0001540974,-0.0138416058,-0.0069856423,-0.0112557486,-0.0002867260,0.0008766774,-0.0001540974,-0.0002867260,0.0008766774,-0.0001540974,0.0003462184,0.0000220562,-0.0009387052,-0.0006329444,0.0008546213,0.0007846078,0.6063838308,0.8101443246,0.5557603792,0.1865383990,0.8184195613,0.4988944455,0.2851205955,0.8184195612,0.4988944453,0.2851205961,0.7739519594,0.2958771636,0.5598705820,0.7682946906,0.3041356396,0.5632271132,0.7762832910,0.2925084738,0.5584111790,0.0201674607
1777402839.2156345844,0.0428068563,0.0360011421,0.0990302414,2.7740883772,-0.0418286889,0.0021438395,3.8689999580,3.8692083359,3.8688080311,-0.1000000015,0.0000000000,-0.0199999996,0.0000000000,-0.0022815901,0.0010439847,-0.0015419381,0.0156033970,-0.3510114849,-1.9335298538,-0.2323861867,-0.1792498380,0.1430513561,-2.0312268312,-2.9264689523,0.9782843002,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0478711389,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1039.7192382812,-17.0974922180,0.0000000000,0.0300979614,0.7300908566,0.0200042725,0.0199444294,0.0400474072,0.0501191616,0.0601274967,0.0000538826,0.0000329018,0.0500950813,0.0300621986,0.0300405025,0.0400276184,0.0199182034,0.0000174046,0.1600315571,262143,-0.0139425735,-0.0093408367,0.0861583188,-0.0002249334,0.0006295645,-0.0000001820,-0.0158226200,-0.0133415670,-0.0043119568,-0.0002866952,0.0008739447,-0.0001426868,-0.0152416555,-0.0115713641,-0.0061360506,-0.0002866952,0.0008739447,-0.0001426868,-0.0136035770,-0.0070829092,-0.0112964438,-0.0002866952,0.0008739447,-0.0001426868,-0.0002866952,0.0008739447,-0.0001426868,0.0003519445,0.0000388257,-0.0009597305,-0.0006386397,0.0008351189,0.0008170436,0.6136334251,0.7993159386,0.5701705632,0.1897354979,0.8079606685,0.5135546846,0.2888964246,0.8079606684,0.5135546845,0.2888964251,0.7641485001,0.3098249823,0.5657610363,0.7579785519,0.3178904981,0.5695736529,0.7660640412,0.3071480246,0.5646290603,0.0200824980
1777402839.2255785465,0.0428068563,0.0360011421,0.0990302414,2.7740883772,-0.0418286889,0.0021438395,3.8689999580,3.8692083359,3.8688080311,-0.1000000015,0.0000000000,-0.0199999996,0.0000000000,-0.0022815901,0.0010439847,-0.0015419381,0.0156033970,-0.3510114849,-1.9335298538,-0.2323861867,-0.1792498380,0.1430513561,-2.0312268312,-2.9264689523,0.9782843002,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0478711389,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1039.7192382812,-17.0974922180,0.0000000000,0.0400419235,0.7400348186,0.0299482346,0.0298883915,0.0499913692,0.0600631237,0.0700714588,0.0099978447,0.0099768639,0.0600390434,0.0000467300,0.0399844646,0.0000197887,0.0298621655,0.0099613667,0.1699755192,262143,-0.0139203187,-0.0093847438,0.0855876875,-0.0002238769,0.0006291347,0.0000009008,-0.0154418009,-0.0135831758,-0.0044238352,-0.0002863719,0.0008697285,-0.0001262531,-0.0148685980,-0.0118087975,-0.0062415077,-0.0002863719,0.0008697285,-0.0001262531,-0.0132760382,-0.0071945456,-0.0113518745,-0.0002863719,0.0008697285,-0.0001262531,-0.0002863719,0.0008697285,-0.0001262531,0.0003597682,0.0000635061,-0.0009890503,-0.0006461401,0.0008062224,0.0008627972,0.6239472028,0.7886573978,0.5837162769,0.1931186602,0.7966947539,0.5284290333,0.2933261424,0.7966947538,0.5284290333,0.2933261427,0.7538509795,0.3230839181,0.5721236602,0.7480938167,0.3301148633,0.5756559897,0.7459153153,0.3325926893,0.5770549761,0.0199622139
1777402839.2355811596,0.0426632315,0.0359231718,0.0990878418,2.7459134825,-0.0450526038,0.0005629054,3.8689999580,3.8692083359,3.8688080311,-0.1000000015,0.0000000000,-0.0199999996,0.0000000000,-0.0022815901,0.0010439847,-0.0015419381,0.0156033970,-0.3510114849,-1.9335298538,-0.2323861867,-0.1792498380,0.1430513561,-2.0312268312,-2.9264689523,0.9782843002,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0478711389,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1039.7192382812,-17.0974922180,0.0000000000,0.0000514984,0.7500374317,0.0399508476,0.0398910046,0.0599939823,0.0700657368,0.0800740719,0.0200004578,0.0199794769,0.0700416565,0.0100493431,0.0000162125,0.0100224018,0.0398647785,0.0199639797,0.1799781322,262143,-0.0139055562,-0.0094138691,0.0852091662,-0.0002231761,0.0006288497,0.0000016191,-0.0152026753,-0.0137343777,-0.0045014983,-0.0002859827,0.0008668468,-0.0001157358,-0.0146351297,-0.0119554554,-0.0063140021,-0.0002859827,0.0008668468,-0.0001157358,-0.0130760688,-0.0072485269,-0.0113850328,-0.0002859827,0.0008668468,-0.0001157358,-0.0002859827,0.0008668468,-0.0001157358,0.0003645087,0.0000796202,-0.0010072046,-0.0006504914,0.0007872265,0.0008914688,0.6304421273,0.7773182204,0.5974298326,0.1971141276,0.7857132036,0.5422033261,0.2977756117,0.7857132035,0.5422033260,0.2977756120,0.7440362920,0.3348166151,0.5781935925,0.7380382799,0.3414202307,0.5820066352,0.7362606408,0.3433877505,0.5830995813,0.0199020188
1777402839.2456252575,0.0426632315,0.0359231718,0.0990878418,2.7459134825,-0.0450526038,0.0005629054,3.8689999580,3.8692083359,3.8688309193,-0.1000000015,0.0000000000,-0.0199999996,0.0000000000,-0.0022815901,0.0010439847,-0.0015419381,0.0156033970,-0.3510114849,-1.9335298538,-0.2323861867,-0.1792498380,0.1430513561,-2.0312268312,-2.9264689523,0.9782843002,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0478711389,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1039.7192382812,-17.0974922180,0.0000000000,0.0100955963,0.7600815296,0.0000660419,0.0000290871,0.0700380802,0.0801098347,0.0901181698,0.0300445557,0.0300235748,0.0800857544,0.0200934410,0.0100603104,0.0200664997,0.0000157356,0.0300080776,0.1900222301,262143,-0.0138836884,-0.0094550086,0.0846410524,-0.0002234423,0.0006279924,0.0000043270,-0.0148647788,-0.0139467968,-0.0046228443,-0.0002874856,0.0008619466,-0.0000981418,-0.0143064591,-0.0121586304,-0.0064263364,-0.0002874856,0.0008619466,-0.0000981418,-0.0128019861,-0.0073020014,-0.0114304632,-0.0002874856,0.0008619466,-0.0000981418,-0.0002874856,0.0008619466,-0.0000981418,0.0003700505,0.0001029034,-0.0010297153,-0.0006575361,0.0007590432,0.0009315735,0.6397849202,0.7663458102,0.6101206058,0.2011639767,0.7741825778,0.5558734766,0.3027309271,0.7741825777,0.5558734766,0.3027309274,0.7341144434,0.3456004736,0.5844966181,0.7286344520,0.3512487869,0.5879762964,0.7266174187,0.3531717302,0.5893189763,0.0198147669
1777402839.2555811405,0.0426632315,0.0359231718,0.0990878418,2.7459134825,-0.0450526038,0.0005629054,3.8689999580,3.8692083359,3.8688309193,-0.1000000015,0.0000000000,-0.0199999996,0.0000000000,-0.0022815901,0.0010439847,-0.0015419381,0.0156033970,-0.3510114849,-1.9335298538,0.1541279554,0.2974032462,0.1405963749,3.8641501187,4.7653083570,-0.0245435157,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0478711389,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1039.7192382812,-17.0974922180,0.0000000000,0.0200514793,0.7700374126,0.0100219250,0.0099849701,0.0799939632,0.0900657177,0.0000483990,0.0400004387,0.0399794579,0.0900416374,0.0300493240,0.0200161934,0.0300223827,0.0099716187,0.0399639606,0.0000205040,262143,-0.0138693324,-0.0094790824,0.0842630622,-0.0002223447,0.0006278973,0.0000048724,-0.0146527174,-0.0140773383,-0.0047075695,-0.0002866627,0.0008589706,-0.0000885037,-0.0141010000,-0.0122815203,-0.0065042187,-0.0002866627,0.0008589706,-0.0000885037,-0.0126353983,-0.0073194468,-0.0114588138,-0.0002866627,0.0008589706,-0.0000885037,-0.0002866627,0.0008589706,-0.0000885037,0.0003738491,0.0001184607,-0.0010452112,-0.0006605118,0.0007405099,0.0009567075,0.6453768099,0.7549108835,0.6227187565,0.2057447650,0.7631155392,0.5683604793,0.3076053305,0.7631155391,0.5683604793,0.3076053307,0.7248707349,0.3549285425,0.5904135394,0.7193419004,0.3600101149,0.5940874915,0.7177030191,0.3615366913,0.5951416615,0.0197728649
1777402839.2655522823,0.0426632315,0.0359231718,0.0990878418,2.7459134825,-0.0450526038,0.0005629054,3.8689999580,3.8692083359,3.8688309193,-0.1000000015,0.0000000000,-0.0199999996,0.0000000000,-0.0022815901,0.0010439847,-0.0015419381,0.0193261411,-0.4024285972,-1.9153957367,0.1541279554,0.2974032462,0.1405963749,3.8641501187,4.7653083570,-0.0245435157,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0478711389,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1016.7944335938,-19.9935035706,0.0000000000,0.0300226212,0.7800085545,0.0199930668,0.0199561119,0.0899651051,0.0000505447,0.0100195408,0.0499715805,0.0499505997,0.0000295639,0.0400204659,0.0299873352,0.0399935246,0.0199427605,0.0000145435,0.0099916458,262143,-0.0138479058,-0.0095150128,0.0836989072,-0.0001740585,0.0006390291,0.0000076661,-0.0143532013,-0.0142572655,-0.0048393798,-0.0002777283,0.0008562843,-0.0000743613,-0.0138119752,-0.0124480396,-0.0066245485,-0.0002777283,0.0008562843,-0.0000743613,-0.0124075489,-0.0073224111,-0.0114982498,-0.0002777283,0.0008562843,-0.0000743613,-0.0002777283,0.0008562843,-0.0000743613,0.0003788106,0.0001414504,-0.0010663578,-0.0006565388,0.0007148339,0.0009919965,0.6518929117,0.7439899990,0.6342307201,0.2103099501,0.7517190450,0.5805140506,0.3129247742,0.7517190450,0.5805140506,0.3129247744,0.7157808266,0.3631719791,0.5964594889,0.7108102328,0.3674125573,0.5997973206,0.7090174484,0.3687988789,0.6010670884,0.0197089482
