t_sec,pose_x,pose_y,pose_z,pose_roll,pose_pitch,pose_yaw,status_battery_voltage,raw_battery_voltage,filt_battery_voltage,cmd_x,cmd_y,cmd_z,cmd_yaw,est_vx,est_vy,est_vz,est_ax,est_ay,est_az,gyro_x,gyro_y,gyro_z,angAcc_x,angAcc_y,angAcc_z,velDes_vx,velDes_vy,velDes_vz,attDes_roll,attDes_pitch,attDes_yaw,motor_f1,motor_f2,motor_f3,motor_f4,motor_f1_scaled,motor_f2_scaled,motor_f3_scaled,motor_f4_scaled,bodyInFx,bodyInFy,bodyInFz,droneWorldFx,droneWorldFy,droneWorldFz,droneWorldFx_scaled,droneWorldFy_scaled,droneWorldFz_scaled,zero_bias_count,rateDes_roll,rateDes_pitch,rateDes_yaw,age_pose,age_status,age_cf_voltage,age_cmd_position,age_stateEstimate_velocity,age_stateEstimate_acc,age_gyro_feedback,age_vel_des,age_att_des,age_rate_des,age_cf_motor_force,age_cf_motor_force_scaled,age_cf_body_input_force,age_cf_world_force,age_cf_F_input_scaled,age_cf_zero_bias_dbg,validity_bitmask,offline_mob1_fx,offline_mob1_fy,offline_mob1_fz,offline_mob1_tx,offline_mob1_ty,offline_mob1_tz,offline_mob2_fx,offline_mob2_fy,offline_mob2_fz,offline_mob2_tx,offline_mob2_ty,offline_mob2_tz,offline_mobc_fx,offline_mobc_fy,offline_mobc_fz,offline_mobc_tx,offline_mobc_ty,offline_mobc_tz,offline_mobc2_fx,offline_mobc2_fy,offline_mobc2_fz,offline_mobc2_tx,offline_mobc2_ty,offline_mobc2_tz,offline_tauhat_x,offline_tauhat_y,offline_tauhat_z,offline_rxf_x,offline_rxf_y,offline_rxf_z,offline_etau_x,offline_etau_y,offline_etau_z,offline_rho_tau,offline_normal_qx,offline_normal_qy,offline_normal_qz,offline_normal_qw,offline_normal_nx,offline_normal_ny,offline_normal_nz,offline_contact_force_x
1777409397.7058327198,0.7145612240,-0.0072471085,1.1540098190,-0.0156414259,0.0915364313,0.0214482735,3.3670001030,3.3677420616,3.3700294495,1.0000000000,0.0000000000,1.1599999666,0.0000000000,-0.0043715574,-0.0005180323,-0.0064286850,0.0592134818,-0.0002211657,0.0106822252,-3.2032866478,12.7980031967,-3.9054868221,-73.1422021741,203.0758397283,-0.3695519939,0.3714168370,-0.0021501854,0.0124789579,-0.9925605059,-5.3055763245,0.0000000000,0.1234668568,0.1454886794,0.1443564594,0.1326009035,0.1028999314,0.1145999730,0.1289311051,0.0901739672,0.0000000000,0.0000000000,0.5445853472,0.0492909513,0.0088689774,0.5365921259,0.0399182811,0.0070810993,0.4367781579,0.0000000000,-0.4206415117,-0.4431330860,-19.9583053589,0.0200402737,0.2599282265,0.0100047588,0.0099885464,0.0800266266,0.0899834633,0.0000183582,0.0599582195,0.0399889946,0.0899739265,0.0200257301,0.0099802017,0.0300333500,0.0000081062,0.0300240517,0.0999548435,262143,-0.0395010160,-0.0079761888,0.0231249353,-0.0002192245,0.0004620045,0.0001866493,-0.0407688282,-0.0080676189,0.0208841394,-0.0002552299,0.0004028257,0.0001772223,-0.0389243327,-0.0062535834,0.0144631082,-0.0002552299,0.0004028257,0.0001772223,-0.0339226967,-0.0010453189,-0.0029829551,-0.0002552299,0.0004028257,0.0001772223,-0.0002552299,0.0004028257,0.0001772223,0.0002336608,-0.0026859944,-0.0005372578,-0.0004888907,0.0030888201,0.0007144801,0.7092993654,-0.0187403908,0.2092078001,0.0872302633,0.9737924703,0.8972459551,0.1620470753,-0.4107194195,0.0418562591
1777409397.7158551216,0.7145612240,-0.0072471085,1.1540098190,-0.0156414259,0.0915364313,0.0214482735,3.3670001030,3.3677420616,3.3700294495,1.0000000000,0.0000000000,1.1599999666,0.0000000000,-0.0043715574,-0.0005180323,-0.0064286850,-0.0151328873,0.0050156750,-0.0108696222,-3.2032866478,12.7980031967,-3.9054868221,-73.1422021741,203.0758397283,-0.3695519939,0.3714168370,-0.0021501854,0.0124789579,-0.9925605059,-5.3055763245,0.0000000000,0.1234668568,0.1454886794,0.1443564594,0.1326009035,0.1028999314,0.1145999730,0.1289311051,0.0901739672,0.0000000000,0.0000000000,0.5445853472,0.0492909513,0.0088689774,0.5365921259,0.0399182811,0.0070810993,0.4367781579,0.0000000000,-1.0348987579,-1.2477953434,-18.5187969208,0.0300626755,0.2699506283,0.0200271606,0.0200109482,0.0900490284,0.0000152588,0.0100407600,0.0699806213,0.0500113964,0.0000061989,0.0300481319,0.0200026035,0.0400557518,0.0100305080,0.0400464535,0.1099772453,262143,-0.0395020068,-0.0079750176,0.0231221266,-0.0003112881,0.0006942701,0.0001903166,-0.0407882997,-0.0080199048,0.0208829093,-0.0002636611,0.0004336491,0.0001718490,-0.0389477489,-0.0062104672,0.0144769089,-0.0002636611,0.0004336491,0.0001718490,-0.0339570626,-0.0010420887,-0.0029247962,-0.0002636611,0.0004336491,0.0001718490,-0.0002636611,0.0004336491,0.0001718490,0.0002323142,-0.0026881260,-0.0005325320,-0.0004959754,0.0031217751,0.0007043810,0.7157011186,-0.0187244077,0.2091053740,0.0872007928,0.9738174166,0.8973419286,0.1620045529,-0.4105264766,0.0418892056
1777409397.7258088589,0.7145612240,-0.0072471085,1.1540098190,-0.0156414259,0.0915364313,0.0214482735,3.3670001030,3.3677420616,3.3700294495,1.0000000000,0.0000000000,1.1599999666,0.0000000000,-0.0069633662,-0.0051197116,-0.0045847869,-0.0151328873,0.0050156750,-0.0108696222,-3.2032866478,12.7980031967,-3.9054868221,-73.1422021741,203.0758397283,-0.3695519939,0.3714168370,-0.0021501854,0.0124789579,-0.9925605059,-5.3055763245,0.0000000000,0.1234668568,0.1454886794,0.1443564594,0.1326009035,0.1028999314,0.1145999730,0.1289311051,0.0901739672,0.0000000000,0.0000000000,0.5467032790,0.0492909513,0.0088689774,0.5365921259,0.0406527184,0.0079950774,0.4385378063,0.0000000000,-1.0348987579,-1.2477953434,-18.5187969208,0.0400164127,0.2799043655,0.0299808979,0.0299646854,0.0000226498,0.0099689960,0.0199944973,0.0799343586,0.0599651337,0.0099599361,0.0400018692,0.0299563408,0.0000131130,0.0199842453,0.0000054836,0.1199309826,262143,-0.0395034855,-0.0079732696,0.0231179347,-0.0003119095,0.0006796170,0.0001905660,-0.0408108067,-0.0079547492,0.0208865989,-0.0002757011,0.0004744468,0.0001643598,-0.0389752890,-0.0061527456,0.0145001781,-0.0002757011,0.0004744468,0.0001643598,-0.0339929526,-0.0010454066,-0.0028621597,-0.0002757011,0.0004744468,0.0001643598,-0.0002757011,0.0004744468,0.0001643598,0.0002305228,-0.0026913609,-0.0005262080,-0.0005062239,0.0031658076,0.0006905678,0.7243172716,-0.0187081962,0.2090011511,0.0871710109,0.9738427682,0.8974394674,0.1619616480,-0.4103301438,0.0419083163
1777409397.7358171940,0.7142548561,-0.0074649719,1.1537351608,-0.0157685595,0.0915146766,0.0186719466,3.3670001030,3.3677420616,3.3700294495,1.0000000000,0.0000000000,1.1599999666,0.0000000000,-0.0069633662,-0.0051197116,-0.0045847869,-0.0151328873,0.0050156750,-0.0108696222,-3.2032866478,12.7980031967,-3.9054868221,-73.1422021741,203.0758397283,-0.3695519939,0.3724346161,-0.0004154097,0.0133261634,-0.9925605059,-5.3055763245,0.0000000000,0.1592889279,0.1054398417,0.1469291300,0.1310902536,0.1028999314,0.1145999730,0.1289311051,0.0901739672,0.0000000000,0.0000000000,0.5467032790,0.0492909513,0.0088689774,0.5365921259,0.0406527184,0.0079950774,0.4385378063,0.0000000000,-1.0348987579,-1.2477953434,-18.5187969208,0.0000283718,0.2899127007,0.0399892330,0.0399730206,0.0100309849,0.0199773312,0.0300028324,0.0000147820,0.0699734688,0.0199682713,0.0000061989,0.0399646759,0.0100214481,0.0299925804,0.0100138187,0.1299393177,262143,-0.0395647348,-0.0080791147,0.0231580309,-0.0003123216,0.0006698970,0.0001907315,-0.0408500919,-0.0079656079,0.0209125407,-0.0002833393,0.0004982058,0.0001597300,-0.0390173855,-0.0061688109,0.0145373361,-0.0002833393,0.0004982058,0.0001597300,-0.0340359341,-0.0011019871,-0.0028146033,-0.0002833393,0.0004982058,0.0001597300,-0.0002833393,0.0004982058,0.0001597300,0.0002302879,-0.0026950438,-0.0005250772,-0.0005136272,0.0031932495,0.0006848072,0.7295395520,-0.0186918093,0.2088974518,0.0871401569,0.9738680937,0.8975368954,0.1619166943,-0.4101347407,0.0419535860
1777409397.7458119392,0.7142548561,-0.0074649719,1.1537351608,-0.0157685595,0.0915146766,0.0186719466,3.3670001030,3.3571848869,3.3695476055,1.0000000000,0.0000000000,1.1599999666,0.0000000000,-0.0069633662,-0.0051197116,-0.0045847869,-0.0151328873,0.0050156750,-0.0108696222,-3.2032866478,12.7980031967,-3.9054868221,-73.1422021741,203.0758397283,-0.3695519939,0.3724346161,-0.0004154097,0.0133261634,-0.9925605059,-5.3055763245,0.0000000000,0.1592889279,0.1054398417,0.1469291300,0.1310902536,0.0959879830,0.1186917573,0.1183752045,0.1065374389,0.0000000000,0.0000000000,0.5467032790,0.0497775823,0.0101986239,0.5446004868,0.0406527184,0.0079950774,0.4385378063,0.0000000000,-1.0348987579,-1.2477953434,-18.5187969208,0.0100231171,0.2999074459,0.0000364780,0.0000214577,0.0200257301,0.0299720764,0.0399975777,0.0100095272,0.0799682140,0.0299630165,0.0100009441,0.0000128746,0.0200161934,0.0000059605,0.0200085640,0.1399340630,262143,-0.0395658803,-0.0080765233,0.0231536239,-0.0003111283,0.0006562766,0.0001908881,-0.0408989710,-0.0079791119,0.0209525666,-0.0002927805,0.0005298194,0.0001532271,-0.0390695887,-0.0061895179,0.0145915644,-0.0002927805,0.0005298194,0.0001532271,-0.0340830834,-0.0011746284,-0.0027660824,-0.0002927805,0.0005298194,0.0001532271,-0.0002927805,0.0005298194,0.0001532271,0.0002270308,-0.0027026170,-0.0005382227,-0.0005198113,0.0032324364,0.0006914498,0.7371026613,-0.0186605603,0.2088819634,0.0870023770,0.9738843336,0.8975978235,0.1616647949,-0.4101007697,0.0420065075
1777409397.7558414936,0.7142548561,-0.0074649719,1.1537351608,-0.0157685595,0.0915146766,0.0186719466,3.3670001030,3.3571848869,3.3695476055,1.0000000000,0.0000000000,1.1599999666,0.0000000000,-0.0069633662,-0.0051197116,-0.0045847869,-0.0151328873,0.0050156750,-0.0108696222,-3.2032866478,12.7980031967,-3.9054868221,-73.1422021741,203.0758397283,-0.3695519939,0.3724346161,-0.0004154097,0.0133261634,-0.9925605059,-5.3055763245,0.0000000000,0.1592889279,0.1054398417,0.1469291300,0.1310902536,0.0959879830,0.1186917573,0.1183752045,0.1065374389,0.0000000000,0.0000000000,0.5467032790,0.0497775823,0.0101986239,0.5446004868,0.0406527184,0.0079950774,0.4385378063,0.0000000000,-1.0348987579,-1.2477953434,-18.5187969208,0.0200526714,0.3099370003,0.0100660324,0.0100510120,0.0300552845,0.0400016308,0.0500271320,0.0200390816,0.0899977684,0.0399925709,0.0200304985,0.0100424290,0.0300457478,0.0100355148,0.0300381184,0.1499636173,262143,-0.0395671984,-0.0080748355,0.0231447516,-0.0003121840,0.0006476713,0.0001906351,-0.0409255795,-0.0079863675,0.0209784186,-0.0002996933,0.0005473730,0.0001492332,-0.0390979524,-0.0062015497,0.0146253000,-0.0002996933,0.0005473730,0.0001492332,-0.0341046571,-0.0012190659,-0.0027479360,-0.0002996933,0.0005473730,0.0001492332,-0.0002996933,0.0005473730,0.0001492332,0.0002275116,-0.0027072309,-0.0005394551,-0.0005272050,0.0032546039,0.0006886882,0.7411987248,-0.0186416622,0.2087981220,0.0869512122,0.9739072437,0.8976856619,0.1615801427,-0.4099418373,0.0420754813
1777409397.7658011913,0.7142548561,-0.0074649719,1.1537351608,-0.0157685595,0.0915146766,0.0186719466,3.3670001030,3.3571848869,3.3695476055,1.0000000000,0.0000000000,1.1599999666,0.0000000000,-0.0069633662,-0.0051197116,-0.0045847869,-0.0151328873,0.0050156750,-0.0108696222,-3.2032866478,12.7980031967,-3.9054868221,-73.1422021741,203.0758397283,-0.3695519939,0.3724346161,-0.0004154097,0.0133261634,-0.5341668725,-5.4377379417,0.0000000000,0.1592889279,0.1054398417,0.1469291300,0.1310902536,0.0959879830,0.1186917573,0.1183752045,0.1065374389,0.0000000000,0.0000000000,0.5467032790,0.0497775823,0.0101986239,0.5446004868,0.0406527184,0.0079950774,0.4385378063,0.0000000000,-1.0348987579,-1.2477953434,-18.5187969208,0.0300123692,0.3198966980,0.0200257301,0.0200107098,0.0400149822,0.0499613285,0.0599868298,0.0299987793,0.0000076294,0.0499522686,0.0299901962,0.0200021267,0.0400054455,0.0199952126,0.0399978161,0.1599233150,262143,-0.0395699793,-0.0080724725,0.0231226126,-0.0003146886,0.0006363482,0.0001896321,-0.0409581620,-0.0079950357,0.0210077771,-0.0003099251,0.0005699662,0.0001434658,-0.0391325653,-0.0062173336,0.0146644043,-0.0003099251,0.0005699662,0.0001434658,-0.0341250671,-0.0012802954,-0.0027461394,-0.0003099251,0.0005699662,0.0001434658,-0.0003099251,0.0005699662,0.0001434658,0.0002281346,-0.0027128848,-0.0005410788,-0.0005380597,0.0032828510,0.0006845447,0.7464686419,-0.0186252693,0.2087008457,0.0869174009,0.9739314256,0.8977786448,0.1615289574,-0.4097583444,0.0421139859
1777409397.7757863998,0.7142548561,-0.0074649719,1.1537351608,-0.0157685595,0.0915146766,0.0186719466,3.3670001030,3.3571848869,3.3695476055,1.0000000000,0.0000000000,1.1599999666,0.0000000000,-0.0069633662,-0.0051197116,-0.0045847869,-0.0151328873,0.0050156750,-0.0108696222,-3.2032866478,12.7980031967,-3.9054868221,-73.1422021741,203.0758397283,-0.3695519939,0.3724346161,-0.0004154097,0.0133261634,-0.5341668725,-5.4377379417,0.0000000000,0.1592889279,0.1054398417,0.1469291300,0.1310902536,0.0959879830,0.1186917573,0.1183752045,0.1065374389,0.0000000000,0.0000000000,0.5474235415,0.0497775823,0.0101986239,0.5446004868,0.0403740741,0.0083562853,0.4333772957,0.0000000000,-1.0348987579,-1.2477953434,-18.5187969208,0.0399975777,0.3298819065,0.0300109386,0.0299959183,0.0500001907,0.0599465370,0.0699720383,0.0399839878,0.0099928379,0.0599374771,0.0399754047,0.0299873352,0.0000147820,0.0299804211,0.0000054836,0.1699085236,262143,-0.0395727436,-0.0080701236,0.0231006062,-0.0003171782,0.0006250929,0.0001886352,-0.0409828177,-0.0080013128,0.0210269959,-0.0003199902,0.0005883423,0.0001379564,-0.0391586380,-0.0062306585,0.0146912380,-0.0003199902,0.0005883423,0.0001379564,-0.0341333783,-0.0013354797,-0.0027690626,-0.0003199902,0.0005883423,0.0001379564,-0.0003199902,0.0005883423,0.0001379564,0.0002286464,-0.0027169414,-0.0005424618,-0.0005486366,0.0033052837,0.0006804181,0.7507231233,-0.0186096112,0.2086021196,0.0868875825,0.9739555360,0.8978714074,0.1614852752,-0.4095722667,0.0421597101
1777409397.7858154774,0.7136066556,-0.0061983997,1.1537282467,-0.0185448167,0.0915404537,0.0185448167,3.3670001030,3.3571848869,3.3695476055,1.0000000000,0.0000000000,1.1599999666,0.0000000000,-0.0069633662,-0.0051197116,-0.0045847869,-0.0151328873,0.0050156750,-0.0108696222,-3.2032866478,12.7980031967,-3.9054868221,-73.1422021741,203.0758397283,-0.3695519939,0.3724346161,-0.0004154097,0.0133261634,-0.5341668725,-5.4377379417,0.0000000000,0.1506828517,0.1204852387,0.1347493678,0.1409475952,0.0959879830,0.1186917573,0.1183752045,0.1065374389,0.0000000000,0.0000000000,0.5474235415,0.0497775823,0.0101986239,0.5446004868,0.0403740741,0.0083562853,0.4333772957,0.0000000000,-1.0348987579,-1.2477953434,-18.5187969208,0.0000212193,0.3399109840,0.0400400162,0.0400249958,0.0600292683,0.0699756145,0.0800011158,0.0500130653,0.0200219154,0.0699665546,0.0000066757,0.0400164127,0.0100438595,0.0400094986,0.0100345612,0.1799376011,262143,-0.0395745772,-0.0080685655,0.0230860085,-0.0003188296,0.0006176268,0.0001879739,-0.0409952966,-0.0080043059,0.0210347705,-0.0003266067,0.0005983923,0.0001344210,-0.0391717780,-0.0062383075,0.0147030967,-0.0003266067,0.0005983923,0.0001344210,-0.0341333279,-0.0013691577,-0.0027951726,-0.0003266067,0.0005983923,0.0001344210,-0.0003266067,0.0005983923,0.0001344210,0.0002289320,-0.0027188580,-0.0005432627,-0.0005555387,0.0033172504,0.0006776837,0.7530360436,-0.0185941530,0.2085032680,0.0868587117,0.9739795732,0.8979639029,0.1614433385,-0.4093859762,0.0421833284
1777409397.7958383560,0.7136066556,-0.0061983997,1.1537282467,-0.0185448167,0.0915404537,0.0185448167,3.3670001030,3.3677420616,3.3693141937,1.0000000000,0.0000000000,1.1599999666,0.0000000000,-0.0069633662,-0.0051197116,-0.0045847869,-0.0151328873,0.0050156750,-0.0108696222,-3.2032866478,12.7980031967,-3.9054868221,-73.1422021741,203.0758397283,-0.3695519939,0.3724346161,-0.0004154097,0.0133261634,-0.5341668725,-5.4377379417,0.0000000000,0.1506828517,0.1204852387,0.1347493678,0.1409475952,0.1188342795,0.0999462232,0.1153599322,0.1058570221,0.0000000000,0.0000000000,0.5474235415,0.0499453619,0.0106523689,0.5438653231,0.0403740741,0.0083562853,0.4333772957,0.0000000000,-1.0348987579,-1.2477953434,-18.5187969208,0.0100440979,0.3499338627,0.0000381470,0.0000221729,0.0700521469,0.0799984932,0.0900239944,0.0600359440,0.0300447941,0.0799894333,0.0100295544,0.0000138283,0.0200667381,0.0000064373,0.0200574398,0.1899604797,262143,-0.0395772649,-0.0080710957,0.0230643088,-0.0003213760,0.0006069575,0.0001853013,-0.0410086712,-0.0080089195,0.0210397219,-0.0003364706,0.0006106810,0.0001276197,-0.0391858368,-0.0062501490,0.0147129133,-0.0003364706,0.0006106810,0.0001276197,-0.0341264072,-0.0014201550,-0.0028469709,-0.0003364706,0.0006106810,0.0001276197,-0.0003364706,0.0006106810,0.0001276197,0.0002307220,-0.0027204925,-0.0005405389,-0.0005671926,0.0033311734,0.0006681586,0.7556207331,-0.0186297774,0.2084233711,0.0870583583,0.9739781682,0.8979610813,0.1618201186,-0.4092433820,0.0422085524
1777409397.8058378696,0.7136066556,-0.0061983997,1.1537282467,-0.0185448167,0.0915404537,0.0185448167,3.3670001030,3.3677420616,3.3693141937,1.0000000000,0.0000000000,1.1599999666,0.0000000000,-0.0069633662,-0.0051197116,-0.0045847869,-0.0151328873,0.0050156750,-0.0108696222,4.0243840218,11.7178220749,-1.2370923758,72.2716063510,-10.8010489677,26.6820614600,0.3724346161,-0.0004154097,0.0133261634,-0.5341668725,-5.4377379417,0.0000000000,0.1506828517,0.1204852387,0.1347493678,0.1409475952,0.1188342795,0.0999462232,0.1153599322,0.1058570221,0.0000000000,0.0000000000,0.5474235415,0.0499453619,0.0106523689,0.5438653231,0.0403740741,0.0083562853,0.4333772957,0.0000000000,-1.0348987579,-1.2477953434,-18.5187969208,0.0200436115,0.3599333763,0.0100376606,0.0100216866,0.0800516605,0.0899980068,0.0000164509,0.0700354576,0.0400443077,0.0899889469,0.0200290680,0.0100133419,0.0300662518,0.0100059509,0.0300569534,0.0000066757,262143,-0.0395791051,-0.0080744057,0.0230491370,-0.0003225200,0.0006024392,0.0001850369,-0.0410143553,-0.0080137384,0.0210388208,-0.0003428595,0.0006169318,0.0001243570,-0.0391917897,-0.0062597239,0.0147145843,-0.0003428595,0.0006169318,0.0001243570,-0.0341179983,-0.0014539507,-0.0028879044,-0.0003428595,0.0006169318,0.0001243570,-0.0003428595,0.0006169318,0.0001243570,0.0002310057,-0.0027210929,-0.0005414413,-0.0005738653,0.0033380247,0.0006657983,0.7570496479,-0.0186246627,0.2083287249,0.0870756782,0.9739969664,0.8980339373,0.1618627884,-0.4090666025,0.0422204398
1777409397.8158318996,0.7136066556,-0.0061983997,1.1537282467,-0.0185448167,0.0915404537,0.0185448167,3.3670001030,3.3677420616,3.3693141937,1.0000000000,0.0000000000,1.1599999666,0.0000000000,-0.0069633662,-0.0051197116,-0.0045847869,-0.0316672176,0.0080846781,-0.0013051033,4.0243840218,11.7178220749,-1.2370923758,72.2716063510,-10.8010489677,26.6820614600,0.3724346161,-0.0004154097,0.0133261634,-0.5341668725,-5.4377379417,0.0000000000,0.1506828517,0.1204852387,0.1347493678,0.1409475952,0.1188342795,0.0999462232,0.1153599322,0.1058570221,0.0000000000,0.0000000000,0.5474235415,0.0499453619,0.0106523689,0.5438653231,0.0403740741,0.0083562853,0.4333772957,0.0000000000,-0.0669301748,-1.7519600391,-17.0230827332,0.0300376415,0.3699274063,0.0200316906,0.0200157166,0.0900456905,0.0000295639,0.0100104809,0.0800294876,0.0500383377,0.0000197887,0.0300230980,0.0200073719,0.0400602818,0.0199999809,0.0400509834,0.0100007057,262143,-0.0395810116,-0.0080777189,0.0230332208,-0.0002323953,0.0005906749,0.0002203080,-0.0410177531,-0.0080198151,0.0210342928,-0.0003346974,0.0006209756,0.0001268830,-0.0391953496,-0.0062704481,0.0147122324,-0.0003346974,0.0006209756,0.0001268830,-0.0341072921,-0.0014869781,-0.0029327869,-0.0003346974,0.0006209756,0.0001268830,-0.0003346974,0.0006209756,0.0001268830,0.0002313168,-0.0027211968,-0.0005424787,-0.0005660142,0.0033421723,0.0006693617,0.7576935616,-0.0186114989,0.2082317972,0.0870566637,0.9740196446,0.8981213119,0.1618387895,-0.4088842323,0.0422310233
1777409397.8259153366,0.7136066556,-0.0061983997,1.1537282467,-0.0185448167,0.0915404537,0.0185448167,3.3670001030,3.3677420616,3.3693141937,1.0000000000,0.0000000000,1.1599999666,0.0000000000,-0.0107585536,-0.0018807937,-0.0027323251,-0.0316672176,0.0080846781,-0.0013051033,4.0243840218,11.7178220749,-1.2370923758,72.2716063510,-10.8010489677,26.6820614600,0.3743185699,-0.0013449746,0.0135862762,-0.5341668725,-5.4377379417,0.0000000000,0.1506828517,0.1204852387,0.1347493678,0.1409475952,0.1188342795,0.0999462232,0.1153599322,0.1058570221,0.0000000000,0.0000000000,0.5458793640,0.0499453619,0.0106523689,0.5438653231,0.0409241542,0.0078110327,0.4379694462,0.0000000000,-0.0669301748,-1.7519600391,-17.0230827332,0.0401210785,0.3800108433,0.0301151276,0.0300991535,0.0000352859,0.0101130009,0.0200939178,0.0000247955,0.0601217747,0.0101032257,0.0401065350,0.0300908089,0.0000171661,0.0300834179,0.0000085831,0.0200841427,262143,-0.0395829105,-0.0080810188,0.0230173682,-0.0002322323,0.0005896999,0.0002201532,-0.0410190541,-0.0080270302,0.0210264572,-0.0003268525,0.0006246440,0.0001293174,-0.0391967277,-0.0062821800,0.0147062472,-0.0003268525,0.0006246440,0.0001293174,-0.0340946789,-0.0015190077,-0.0029806333,-0.0003268525,0.0006246440,0.0001293174,-0.0003268525,0.0006246440,0.0001293174,0.0002316506,-0.0027208370,-0.0005436326,-0.0005585032,0.0033454810,0.0006729500,0.7582361756,-0.0185968415,0.2081345750,0.0870308238,0.9740430134,0.8982112688,0.1618022403,-0.4087010541,0.0422339179
1777409397.8358678818,0.7136066556,-0.0061983997,1.1537282467,-0.0185448167,0.0915404537,0.0185448167,3.3670001030,3.3677420616,3.3693141937,1.0000000000,0.0000000000,1.1599999666,0.0000000000,-0.0107585536,-0.0018807937,-0.0027323251,-0.0316672176,0.0080846781,-0.0013051033,4.0243840218,11.7178220749,-1.2370923758,72.2716063510,-10.8010489677,26.6820614600,0.3743185699,-0.0013449746,0.0135862762,-0.5341668725,-5.4377379417,0.0000000000,0.1550621837,0.1153398976,0.1358114034,0.1391500831,0.1188342795,0.0999462232,0.1153599322,0.1058570221,0.0000000000,0.0000000000,0.5458793640,0.0499453619,0.0106523689,0.5438653231,0.0409241542,0.0078110327,0.4379694462,0.0000000000,-0.0669301748,-1.7519600391,-17.0230827332,0.0500736237,0.3899633884,0.0400676727,0.0400516987,0.0099878311,0.0200655460,0.0300464630,0.0099773407,0.0700743198,0.0200557709,0.0000133514,0.0400433540,0.0099697113,0.0400359631,0.0099611282,0.0300366879,262143,-0.0396738191,-0.0080107788,0.0230366979,-0.0002319890,0.0005882446,0.0002199221,-0.0410783381,-0.0079877906,0.0210388647,-0.0003156565,0.0006294787,0.0001328038,-0.0392559629,-0.0062495828,0.0147208133,-0.0003156565,0.0006294787,0.0001328038,-0.0341333520,-0.0015143511,-0.0030277977,-0.0003156565,0.0006294787,0.0001328038,-0.0003156565,0.0006294787,0.0001328038,0.0002311560,-0.0027228810,-0.0005417918,-0.0005468125,0.0033523597,0.0006745956,0.7586690475,-0.0185817328,0.2080371838,0.0870029335,0.9740665988,0.8983020394,0.1617619204,-0.4085174747,0.0422719903
1777409397.8459293842,0.7131075859,-0.0062685055,1.1535047293,-0.0158756093,0.0942631094,0.0158756093,3.3670001030,3.3677420616,3.3692150116,1.0000000000,0.0000000000,1.1599999666,0.0000000000,-0.0107585536,-0.0018807937,-0.0027323251,-0.0316672176,0.0080846781,-0.0013051033,4.0243840218,11.7178220749,-1.2370923758,72.2716063510,-10.8010489677,26.6820614600,0.3743185699,-0.0013449746,0.0135862762,-0.5341668725,-5.4377379417,0.0000000000,0.1550621837,0.1153398976,0.1358114034,0.1391500831,0.1178846359,0.0975203589,0.1189151183,0.1049619094,0.0000000000,0.0000000000,0.5458793640,0.0518133640,0.0096527375,0.5452790260,0.0409241542,0.0078110327,0.4379694462,0.0000000000,-0.0669301748,-1.7519600391,-17.0230827332,0.0000665188,0.4000248909,0.0000431538,0.0000262260,0.0200493336,0.0301270485,0.0401079655,0.0200388432,0.0801358223,0.0301172733,0.0100748539,0.0000164509,0.0200312138,0.0000092983,0.0200226307,0.0400981903,262143,-0.0396753471,-0.0080143462,0.0230208315,-0.0002318276,0.0005872793,0.0002197689,-0.0411112906,-0.0079665368,0.0210416634,-0.0003085581,0.0006322794,0.0001350221,-0.0392887609,-0.0062327744,0.0147246074,-0.0003085581,0.0006322794,0.0001350221,-0.0341525887,-0.0015155461,-0.0030648179,-0.0003085581,0.0006322794,0.0001350221,-0.0003085581,0.0006322794,0.0001350221,0.0002305980,-0.0027245934,-0.0005397669,-0.0005391561,0.0033568728,0.0006747890,0.7587966201,-0.0185664172,0.2079399308,0.0869739916,0.9740902413,0.8983930199,0.1617196339,-0.4083341055,0.0423038453
