t_sec,pose_x,pose_y,pose_z,pose_roll,pose_pitch,pose_yaw,status_battery_voltage,raw_battery_voltage,filt_battery_voltage,cmd_x,cmd_y,cmd_z,cmd_yaw,est_vx,est_vy,est_vz,est_ax,est_ay,est_az,gyro_x,gyro_y,gyro_z,angAcc_x,angAcc_y,angAcc_z,velDes_vx,velDes_vy,velDes_vz,attDes_roll,attDes_pitch,attDes_yaw,motor_f1,motor_f2,motor_f3,motor_f4,motor_f1_scaled,motor_f2_scaled,motor_f3_scaled,motor_f4_scaled,bodyInFx,bodyInFy,bodyInFz,droneWorldFx,droneWorldFy,droneWorldFz,droneWorldFx_scaled,droneWorldFy_scaled,droneWorldFz_scaled,zero_bias_count,rateDes_roll,rateDes_pitch,rateDes_yaw,age_pose,age_status,age_cf_voltage,age_cmd_position,age_stateEstimate_velocity,age_stateEstimate_acc,age_gyro_feedback,age_vel_des,age_att_des,age_rate_des,age_cf_motor_force,age_cf_motor_force_scaled,age_cf_body_input_force,age_cf_world_force,age_cf_F_input_scaled,age_cf_zero_bias_dbg,validity_bitmask,offline_mob1_fx,offline_mob1_fy,offline_mob1_fz,offline_mob1_tx,offline_mob1_ty,offline_mob1_tz,offline_mob2_fx,offline_mob2_fy,offline_mob2_fz,offline_mob2_tx,offline_mob2_ty,offline_mob2_tz,offline_mobc_fx,offline_mobc_fy,offline_mobc_fz,offline_mobc_tx,offline_mobc_ty,offline_mobc_tz,offline_mobc2_fx,offline_mobc2_fy,offline_mobc2_fz,offline_mobc2_tx,offline_mobc2_ty,offline_mobc2_tz,offline_tauhat_x,offline_tauhat_y,offline_tauhat_z,offline_rxf_x,offline_rxf_y,offline_rxf_z,offline_etau_x,offline_etau_y,offline_etau_z,offline_rho_tau,offline_normal_qx,offline_normal_qy,offline_normal_qz,offline_normal_qw,offline_normal_nx,offline_normal_ny,offline_normal_nz,offline_contact_force_x
1777409369.9359076023,0.6953255534,-0.0531695783,1.1503467560,-0.0302992346,0.0278412326,0.0106507207,3.4619998932,3.4574780464,3.4626758099,0.8000000119,0.0000000000,1.1599999666,0.0000000000,0.0241852459,-0.0082566757,0.0045132861,0.0269631445,0.0117809419,0.0020500422,-0.4123160243,2.9778215885,-0.4895034134,-15.0588742023,52.3205510354,-17.5147705649,0.1315969825,0.0804234594,0.0181444287,-1.9040170908,-1.5663318634,0.0000000000,0.1398580968,0.1208270416,0.1351766288,0.1375509351,0.1225536317,0.0963597447,0.1174720004,0.1087475047,0.0000000000,0.0000000000,0.5333119631,0.0153845996,0.0175757594,0.5336402059,0.0129950559,0.0148665505,0.4458778203,0.0000000000,-0.3014816046,1.2072536945,-5.8196892738,0.0400137901,0.4899950027,0.0399780273,0.0399506092,0.0100271702,0.0100092888,0.0200495720,0.0000512600,0.0600070953,0.0200302601,0.0399329662,0.0399186611,0.0000267029,0.0300283432,0.0000121593,0.1299445629,262143,-0.0162151361,-0.0157933755,0.0209403423,-0.0001475414,0.0006506858,0.0000253063,-0.0177117156,-0.0156291458,0.0108019006,-0.0001485591,0.0006860263,0.0000706744,-0.0164107510,-0.0127838897,0.0071200682,-0.0001485591,0.0006860263,0.0000706744,-0.0125866696,-0.0045635597,-0.0036917871,-0.0001485591,0.0006860263,0.0000706744,-0.0001485591,0.0006860263,0.0000706744,0.0004905820,-0.0013261197,-0.0012517117,-0.0006391411,0.0020121460,0.0013223861,1.0544028441,-0.0834011468,0.1781736546,0.4156584922,0.8879900987,0.5909643335,0.7084814767,-0.3857656721,0.0213846732
1777409369.9459397793,0.6966388822,-0.0535419844,1.1505985260,-0.0330545671,0.0306233704,0.0105668242,3.4619998932,3.4574780464,3.4626758099,0.8000000119,0.0000000000,1.1599999666,0.0000000000,0.0241852459,-0.0082566757,0.0045132861,0.0269631445,0.0117809419,0.0020500422,-0.4123160243,2.9778215885,-0.4895034134,-15.0588742023,52.3205510354,-17.5147705649,0.1315969825,0.0804234594,0.0181444287,-1.9040170908,-1.5663318634,0.0000000000,0.1458335221,0.1152300313,0.1339040250,0.1377950758,0.1191892773,0.1007834002,0.1079483256,0.1178399548,0.0000000000,0.0000000000,0.5333119631,0.0153845996,0.0175757594,0.5336402059,0.0129950559,0.0148665505,0.4458778203,0.0000000000,-0.3014816046,1.2072536945,-5.8196892738,0.0000848770,0.5000271797,0.0500102043,0.0000553131,0.0200593472,0.0200414658,0.0300817490,0.0100834370,0.0700392723,0.0300624371,0.0000293255,0.0000133514,0.0100588799,0.0400605202,0.0100443363,0.1399767399,262143,-0.0161992572,-0.0157846758,0.0209061746,-0.0001479529,0.0006503633,0.0000260009,-0.0178016426,-0.0156775649,0.0108367420,-0.0001511636,0.0006928506,0.0000677740,-0.0165001457,-0.0128315756,0.0071525094,-0.0001511636,0.0006928506,0.0000677740,-0.0126763162,-0.0046039373,-0.0036618441,-0.0001511636,0.0006928506,0.0000677740,-0.0001511636,0.0006928506,0.0000677740,0.0004925909,-0.0013331100,-0.0012567414,-0.0006437545,0.0020259606,0.0013245153,1.0545881831,-0.0832548087,0.1780792807,0.4152530085,0.8882124439,0.5917054175,0.7080138661,-0.3854880858,0.0215062033
1777409369.9559359550,0.6966388822,-0.0535419844,1.1505985260,-0.0330545671,0.0306233704,0.0105668242,3.4619998932,3.4574780464,3.4623725414,0.8000000119,0.0000000000,1.1599999666,0.0000000000,0.0241852459,-0.0082566757,0.0045132861,0.0269631445,0.0117809419,0.0020500422,-0.4123160243,2.9778215885,-0.4895034134,-15.0588742023,52.3205510354,-17.5147705649,0.1315969825,0.0804234594,0.0181444287,-1.9040170908,-1.5663318634,0.0000000000,0.1458335221,0.1152300313,0.1339040250,0.1377950758,0.1191892773,0.1007834002,0.1079483256,0.1178399548,0.0000000000,0.0000000000,0.5333119631,0.0153273055,0.0180421490,0.5323494673,0.0129950559,0.0148665505,0.4458778203,0.0000000000,-0.3014816046,1.2072536945,-5.8196892738,0.0100810528,0.5100233555,0.0000364780,0.0100514889,0.0300555229,0.0300376415,0.0400779247,0.0200796127,0.0800354481,0.0400586128,0.0100255013,0.0100095272,0.0200550556,0.0000154972,0.0200405121,0.1499729156,262143,-0.0161805257,-0.0157767215,0.0208529713,-0.0001483342,0.0006513433,0.0000249526,-0.0179047161,-0.0157371331,0.0108880700,-0.0001547497,0.0007026490,0.0000622372,-0.0166026062,-0.0128900211,0.0071994543,-0.0001547497,0.0007026490,0.0000622372,-0.0127780198,-0.0046519733,-0.0036254697,-0.0001547497,0.0007026490,0.0000622372,-0.0001547497,0.0007026490,0.0000622372,0.0004921171,-0.0013382081,-0.0012624622,-0.0006468668,0.0020408571,0.0013246994,1.0534756681,-0.0833106534,0.1780563297,0.4155252384,0.8880844862,0.5912694394,0.7083750574,-0.3854934864,0.0216461886
1777409369.9658989906,0.6966388822,-0.0535419844,1.1505985260,-0.0330545671,0.0306233704,0.0105668242,3.4619998932,3.4574780464,3.4623725414,0.8000000119,0.0000000000,1.1599999666,0.0000000000,0.0241852459,-0.0082566757,0.0045132861,0.0269631445,0.0117809419,0.0020500422,-0.4123160243,2.9778215885,-0.4895034134,-15.0588742023,52.3205510354,-17.5147705649,0.1315969825,0.0804234594,0.0181444287,-1.9040170908,-1.5663318634,0.0000000000,0.1458335221,0.1152300313,0.1339040250,0.1377950758,0.1191892773,0.1007834002,0.1079483256,0.1178399548,0.0000000000,0.0000000000,0.5333119631,0.0153273055,0.0180421490,0.5323494673,0.0129950559,0.0148665505,0.4458778203,0.0000000000,-0.3014816046,1.2072536945,-5.8196892738,0.0200440884,0.5199863911,0.0099995136,0.0200145245,0.0400185585,0.0400006771,0.0500409603,0.0300426483,0.0899984837,0.0500216484,0.0199885368,0.0199725628,0.0300180912,0.0099785328,0.0300035477,0.1599359512,262143,-0.0161751341,-0.0157749182,0.0208349402,-0.0001484583,0.0006518761,0.0000249564,-0.0179319475,-0.0157544715,0.0109046105,-0.0001559622,0.0007057609,0.0000609517,-0.0166295536,-0.0129069353,0.0072143251,-0.0001559622,0.0007057609,0.0000609517,-0.0128039825,-0.0046651821,-0.0036161061,-0.0001559622,0.0007057609,0.0000609517,-0.0001559622,0.0007057609,0.0000609517,0.0004928238,-0.0013408748,-0.0012642269,-0.0006487860,0.0020466357,0.0013251786,1.0539320892,-0.0832023519,0.1779757533,0.4152462430,0.8882412722,0.5917903779,0.7080616998,-0.3852697470,0.0217259247
1777409369.9758987427,0.6966388822,-0.0535419844,1.1505985260,-0.0330545671,0.0306233704,0.0105668242,3.4619998932,3.4574780464,3.4623725414,0.8000000119,0.0000000000,1.1599999666,0.0000000000,0.0241852459,-0.0082566757,0.0045132861,0.0269631445,0.0117809419,0.0020500422,-0.4123160243,2.9778215885,-0.4895034134,-15.0588742023,52.3205510354,-17.5147705649,0.1315969825,0.0804234594,0.0181444287,-2.0371372700,-1.7683424950,0.0000000000,0.1458335221,0.1152300313,0.1339040250,0.1377950758,0.1191892773,0.1007834002,0.1079483256,0.1178399548,0.0000000000,0.0000000000,0.5333119631,0.0153273055,0.0180421490,0.5323494673,0.0130696129,0.0154575882,0.4453610480,0.0000000000,-0.3014816046,1.2072536945,-5.8196892738,0.0300438404,0.5299861431,0.0199992657,0.0300142765,0.0500183105,0.0500004292,0.0600407124,0.0400424004,0.0000338554,0.0600214005,0.0299882889,0.0299723148,0.0400178432,0.0199782848,0.0000131130,0.1699357033,262143,-0.0161590236,-0.0157695299,0.0207810630,-0.0001488291,0.0006534681,0.0000249678,-0.0179942075,-0.0157995704,0.0109525873,-0.0001594693,0.0007148305,0.0000572558,-0.0166907436,-0.0129506474,0.0072567283,-0.0001594693,0.0007148305,0.0000572558,-0.0128603335,-0.0046974064,-0.0035952915,-0.0001594693,0.0007148305,0.0000572558,-0.0001594693,0.0007148305,0.0000572558,0.0004946687,-0.0013478904,-0.0012688302,-0.0006541380,0.0020627209,0.0013260860,1.0556764224,-0.0830654313,0.1778872838,0.4148662401,0.8884493521,0.5924842342,0.7076227165,-0.3850097704,0.0218220465
1777409369.9858829975,0.6966388822,-0.0535419844,1.1505985260,-0.0330545671,0.0306233704,0.0105668242,3.4619998932,3.4574780464,3.4623725414,0.8000000119,0.0000000000,1.1599999666,0.0000000000,0.0241852459,-0.0082566757,0.0045132861,0.0269631445,0.0117809419,0.0020500422,-0.4123160243,2.9778215885,-0.4895034134,-15.0588742023,52.3205510354,-17.5147705649,0.1315969825,0.0804234594,0.0181444287,-2.0371372700,-1.7683424950,0.0000000000,0.1414908171,0.1207995787,0.1357229054,0.1358266622,0.1191892773,0.1007834002,0.1079483256,0.1178399548,0.0000000000,0.0000000000,0.5334157348,0.0153273055,0.0180421490,0.5323494673,0.0130696129,0.0154575882,0.4453610480,0.0000000000,-0.3014816046,1.2072536945,-5.8196892738,0.0400280952,0.5399703979,0.0299835205,0.0399985313,0.0600025654,0.0599846840,0.0700249672,0.0500266552,0.0100181103,0.0700056553,0.0000309944,0.0399565697,0.0000128746,0.0299625397,0.0099973679,0.1799199581,262143,-0.0161483370,-0.0157659557,0.0207453242,-0.0001490751,0.0006545242,0.0000249753,-0.0180208086,-0.0158242959,0.0109832437,-0.0001617023,0.0007206613,0.0000549208,-0.0167164641,-0.0129743763,0.0072832408,-0.0001617023,0.0007206613,0.0000549208,-0.0128814627,-0.0047133760,-0.0035868148,-0.0001617023,0.0007206613,0.0000549208,-0.0001617023,0.0007206613,0.0000549208,0.0004956865,-0.0013518057,-0.0012713669,-0.0006573888,0.0020724671,0.0013262876,1.0571222370,-0.0829236094,0.1777982883,0.4144666735,0.8886668781,0.5932102905,0.7071582579,-0.3847450447,0.0218736604
1777409369.9959938526,0.7009346485,-0.0530204624,1.1509977579,-0.0358234584,0.0306379676,0.0105244158,3.4619998932,3.4574780464,3.4620633125,0.8000000119,0.0000000000,1.1599999666,0.0000000000,0.0241852459,-0.0082566757,0.0045132861,0.0269631445,0.0117809419,0.0020500422,-0.4123160243,2.9778215885,-0.4895034134,-15.0588742023,52.3205510354,-17.5147705649,0.1315969825,0.0804234594,0.0181444287,-2.0371372700,-1.7683424950,0.0000000000,0.1414908171,0.1207995787,0.1357229054,0.1358266622,0.1166620106,0.1043946892,0.1056443751,0.1191154793,0.0000000000,0.0000000000,0.5334157348,0.0153273055,0.0180421490,0.5323494673,0.0130696129,0.0154575882,0.4453610480,0.0000000000,-0.3014816046,1.2072536945,-5.8196892738,0.0000941753,0.5500812531,0.0000596046,0.0000336170,0.0701134205,0.0700955391,0.0801358223,0.0601375103,0.0201289654,0.0801165104,0.0101418495,0.0000162125,0.0101237297,0.0400733948,0.0201082230,0.1900308132,262143,-0.0161323870,-0.0157606211,0.0206919837,-0.0001494422,0.0006561004,0.0000249865,-0.0180407471,-0.0158541616,0.0110273188,-0.0001649012,0.0007290963,0.0000516026,-0.0167348582,-0.0130026811,0.0073205375,-0.0001649012,0.0007290963,0.0000516026,-0.0128912976,-0.0047302505,-0.0035809785,-0.0001649012,0.0007290963,0.0000516026,-0.0001649012,0.0007290963,0.0000516026,0.0004969271,-0.0013566451,-0.0012744543,-0.0006618283,0.0020857415,0.0013260569,1.0596621880,-0.0827823397,0.1777111832,0.4140648771,0.8888847491,0.5939380258,0.7066892137,-0.3844840397,0.0219301451
1777409370.0058996677,0.7009346485,-0.0530204624,1.1509977579,-0.0358234584,0.0306379676,0.0105244158,3.4619998932,3.4574780464,3.4620633125,0.8000000119,0.0000000000,1.1599999666,0.0000000000,0.0241852459,-0.0082566757,0.0045132861,0.0269631445,0.0117809419,0.0020500422,-0.4123160243,2.9778215885,-0.4895034134,-15.0588742023,52.3205510354,-17.5147705649,0.1315969825,0.0804234594,0.0181444287,-2.0371372700,-1.7683424950,0.0000000000,0.1414908171,0.1207995787,0.1357229054,0.1358266622,0.1166620106,0.1043946892,0.1056443751,0.1191154793,0.0000000000,0.0000000000,0.5334157348,0.0161404014,0.0189104471,0.5315436721,0.0130696129,0.0154575882,0.4453610480,0.0000000000,-0.3014816046,1.2072536945,-5.8196892738,0.0099999905,0.5599870682,0.0099654198,0.0099394321,0.0800192356,0.0800013542,0.0900416374,0.0700433254,0.0300347805,0.0900223255,0.0200476646,0.0099220276,0.0200295448,0.0000324249,0.0300140381,0.0000138283,262143,-0.0161217959,-0.0157595523,0.0206565751,-0.0001495782,0.0006570371,0.0000230582,-0.0180420129,-0.0158702735,0.0110554694,-0.0001669582,0.0007346327,0.0000474637,-0.0167350174,-0.0130178760,0.0073438087,-0.0001669582,0.0007346327,0.0000474637,-0.0128849651,-0.0047394227,-0.0035811907,-0.0001669582,0.0007346327,0.0000474637,-0.0001669582,0.0007346327,0.0000474637,0.0004982945,-0.0013591476,-0.0012742959,-0.0006652527,0.0020937803,0.0013217595,1.0608411038,-0.0832041385,0.1782567697,0.4146944557,0.8884425157,0.5925060648,0.7072009691,-0.3857503758,0.0219456460
1777409370.0158832073,0.7009346485,-0.0530204624,1.1509977579,-0.0358234584,0.0306379676,0.0105244158,3.4619998932,3.4574780464,3.4620633125,0.8000000119,0.0000000000,1.1599999666,0.0000000000,0.0241852459,-0.0082566757,0.0045132861,0.0269631445,0.0117809419,0.0020500422,0.0383617319,0.4898368716,-0.0656398535,4.5064380459,-24.8779728557,4.2383162837,0.1315969825,0.0804234594,0.0181444287,-2.0371372700,-1.7683424950,0.0000000000,0.1414908171,0.1207995787,0.1357229054,0.1358266622,0.1166620106,0.1043946892,0.1056443751,0.1191154793,0.0000000000,0.0000000000,0.5334157348,0.0161404014,0.0189104471,0.5315436721,0.0130696129,0.0154575882,0.4453610480,0.0000000000,-0.3014816046,1.2072536945,-5.8196892738,0.0199835300,0.5699706078,0.0199489594,0.0199229717,0.0900027752,0.0899848938,0.0000176430,0.0800268650,0.0400183201,0.1000058651,0.0300312042,0.0199055672,0.0300130844,0.0100159645,0.0399975777,0.0099973679,262143,-0.0161059721,-0.0157616509,0.0206036890,-0.0001495360,0.0006580923,0.0000227222,-0.0180278827,-0.0158927122,0.0110958888,-0.0001697791,0.0007423507,0.0000443885,-0.0167190532,-0.0130389309,0.0073764885,-0.0001697791,0.0007423507,0.0000443885,-0.0128582144,-0.0047519702,-0.0035864042,-0.0001697791,0.0007423507,0.0000443885,-0.0001697791,0.0007423507,0.0000443885,0.0004991802,-0.0013621849,-0.0012765188,-0.0006689593,0.0021045356,0.0013209073,1.0639179674,-0.0831842733,0.1783124693,0.4145032225,0.8885224356,0.5927834836,0.7069252393,-0.3858295577,0.0219698567
1777409370.0259582996,0.7009346485,-0.0530204624,1.1509977579,-0.0358234584,0.0306379676,0.0105244158,3.4619998932,3.4574780464,3.4620633125,0.8000000119,0.0000000000,1.1599999666,0.0000000000,0.0262219720,-0.0086055892,0.0063658692,0.0350324623,0.0211398173,-0.0107960105,0.0383617319,0.4898368716,-0.0656398535,4.5064380459,-24.8779728557,4.2383162837,0.1066718251,0.0752476081,0.0159624740,-2.0371372700,-1.7683424950,0.0000000000,0.1414908171,0.1207995787,0.1357229054,0.1358266622,0.1166620106,0.1043946892,0.1056443751,0.1191154793,0.0000000000,0.0000000000,0.5334157348,0.0161404014,0.0189104471,0.5315436721,0.0135686873,0.0159061179,0.4434037209,0.0000000000,2.6691548824,10.1674118042,-6.2671670914,0.0300586224,0.5800457001,0.0300240517,0.0299980640,0.0000734329,0.0000548363,0.0100927353,0.0000414848,0.0500934124,0.0000278950,0.0401062965,0.0299806595,0.0400881767,0.0200910568,0.0000138283,0.0200724602,262143,-0.0160954756,-0.0157630430,0.0205686076,-0.0001435485,0.0006293856,0.0000302320,-0.0180088631,-0.0159065923,0.0111216771,-0.0001705801,0.0007425935,0.0000436286,-0.0166987621,-0.0130518615,0.0073970208,-0.0001705801,0.0007425935,0.0000436286,-0.0128306725,-0.0047593583,-0.0035911719,-0.0001705801,0.0007425935,0.0000436286,-0.0001705801,0.0007425935,0.0000436286,0.0004997258,-0.0013636953,-0.0012779126,-0.0006703060,0.0021062888,0.0013215413,1.0646811249,-0.0830688486,0.1782567959,0.4141453421,0.8887112674,0.5934163007,0.7064960901,-0.3856427995,0.0219811630
1777409370.0358984470,0.7009346485,-0.0530204624,1.1509977579,-0.0358234584,0.0306379676,0.0105244158,3.4619998932,3.4574780464,3.4620633125,0.8000000119,0.0000000000,1.1599999666,0.0000000000,0.0262219720,-0.0086055892,0.0063658692,0.0350324623,0.0211398173,-0.0107960105,0.0383617319,0.4898368716,-0.0656398535,4.5064380459,-24.8779728557,4.2383162837,0.1066718251,0.0752476081,0.0159624740,-2.0371372700,-1.7683424950,0.0000000000,0.1414908171,0.1207995787,0.1357229054,0.1358266622,0.1166620106,0.1043946892,0.1056443751,0.1191154793,0.0000000000,0.0000000000,0.5337026119,0.0161404014,0.0189104471,0.5315436721,0.0135686873,0.0159061179,0.4434037209,0.0000000000,2.6691548824,10.1674118042,-6.2671670914,0.0399987698,0.5899858475,0.0399641991,0.0399382114,0.0100135803,0.0099949837,0.0200328827,0.0099816322,0.0600335598,0.0099680424,0.0500464439,0.0399208069,0.0000188351,0.0300312042,0.0099539757,0.0300126076,262143,-0.0160324486,-0.0157732342,0.0205593271,-0.0001434710,0.0006306173,0.0000298504,-0.0179453697,-0.0159297278,0.0111789592,-0.0001716602,0.0007430437,0.0000424690,-0.0166333527,-0.0130735130,0.0074464509,-0.0001716602,0.0007430437,0.0000424690,-0.0127548638,-0.0047726869,-0.0035782053,-0.0001716602,0.0007430437,0.0000424690,-0.0001716602,0.0007430437,0.0000424690,0.0005005788,-0.0013659295,-0.0012801002,-0.0006722390,0.0021089731,0.0013225693,1.0665730539,-0.0829389016,0.1781833449,0.4137632678,0.8889160773,0.5941013076,0.7060449801,-0.3854142219,0.0219854545
1777409370.0459690094,0.7023150325,-0.0534343794,1.1513334513,-0.0357810282,0.0306875127,0.0132925430,3.4619998932,3.4574780464,3.4617958069,0.8000000119,0.0000000000,1.1599999666,0.0000000000,0.0262219720,-0.0086055892,0.0063658692,0.0350324623,0.0211398173,-0.0107960105,0.0383617319,0.4898368716,-0.0656398535,4.5064380459,-24.8779728557,4.2383162837,0.1066718251,0.0752476081,0.0159624740,-2.0371372700,-1.7683424950,0.0000000000,0.1406240910,0.1261493862,0.1298268139,0.1372976303,0.1168149486,0.1054568067,0.1124236733,0.1115413383,0.0000000000,0.0000000000,0.5337026119,0.0161404014,0.0189104471,0.5315436721,0.0135686873,0.0159061179,0.4434037209,0.0000000000,2.6691548824,10.1674118042,-6.2671670914,0.0001034737,0.6000564098,0.0000727177,0.0000457764,0.0200841427,0.0200655460,0.0301034451,0.0200521946,0.0701041222,0.0200386047,0.0000290871,0.0000135899,0.0100893974,0.0401017666,0.0200245380,0.0400831699,262143,-0.0160171598,-0.0157752509,0.0205070233,-0.0001433939,0.0006318417,0.0000294712,-0.0178609945,-0.0159524822,0.0112411760,-0.0001726027,0.0007435898,0.0000412886,-0.0165470369,-0.0130946937,0.0075008150,-0.0001726027,0.0007435898,0.0000412886,-0.0126585601,-0.0047853540,-0.0035589708,-0.0001726027,0.0007435898,0.0000412886,-0.0001726027,0.0007435898,0.0000412886,0.0005015307,-0.0013685417,-0.0012825335,-0.0006741334,0.0021121315,0.0013238221,1.0695575300,-0.0828080153,0.1781092566,0.4133780415,0.8891223314,0.5947913750,0.7055895479,-0.3851838653,0.0219819900
1777409370.0559108257,0.7023150325,-0.0534343794,1.1513334513,-0.0357810282,0.0306875127,0.0132925430,3.4619998932,3.4574780464,3.4617958069,0.8000000119,0.0000000000,1.1599999666,0.0000000000,0.0262219720,-0.0086055892,0.0063658692,0.0350324623,0.0211398173,-0.0107960105,0.0383617319,0.4898368716,-0.0656398535,4.5064380459,-24.8779728557,4.2383162837,0.1066718251,0.0752476081,0.0159624740,-2.0371372700,-1.7683424950,0.0000000000,0.1406240910,0.1261493862,0.1298268139,0.1372976303,0.1168149486,0.1054568067,0.1124236733,0.1115413383,0.0000000000,0.0000000000,0.5337026119,0.0156064816,0.0189898498,0.5332370996,0.0135686873,0.0159061179,0.4434037209,0.0000000000,2.6691548824,10.1674118042,-6.2671670914,0.0100452900,0.6099982262,0.0100145340,0.0099875927,0.0300259590,0.0300073624,0.0400452614,0.0299940109,0.0800459385,0.0299804211,0.0099709034,0.0099554062,0.0200312138,0.0000185966,0.0299663544,0.0500249863,262143,-0.0160069989,-0.0157766564,0.0204714887,-0.0001449414,0.0006312691,0.0000294459,-0.0178004921,-0.0159664275,0.0112794158,-0.0001752028,0.0007434408,0.0000405469,-0.0164853902,-0.0131076794,0.0075337912,-0.0001752028,0.0007434408,0.0000405469,-0.0125909863,-0.0047937582,-0.0035486306,-0.0001752028,0.0007434408,0.0000405469,-0.0001752028,0.0007434408,0.0000405469,0.0005041386,-0.0013696788,-0.0012793709,-0.0006793414,0.0021131196,0.0013199178,1.0708270224,-0.0829531093,0.1783347225,0.4135206451,0.8889972916,0.5943948057,0.7056506276,-0.3856838171,0.0219617784
1777409370.0658726692,0.7023150325,-0.0534343794,1.1513334513,-0.0357810282,0.0306875127,0.0132925430,3.4619998932,3.4574780464,3.4617958069,0.8000000119,0.0000000000,1.1599999666,0.0000000000,0.0262219720,-0.0086055892,0.0063658692,0.0350324623,0.0211398173,-0.0107960105,0.0383617319,0.4898368716,-0.0656398535,4.5064380459,-24.8779728557,4.2383162837,0.1066718251,0.0752476081,0.0159624740,-2.0371372700,-1.7683424950,0.0000000000,0.1406240910,0.1261493862,0.1298268139,0.1372976303,0.1168149486,0.1054568067,0.1124236733,0.1115413383,0.0000000000,0.0000000000,0.5337026119,0.0156064816,0.0189898498,0.5332370996,0.0135686873,0.0159061179,0.4434037209,0.0000000000,2.6691548824,10.1674118042,-6.2671670914,0.0200071335,0.6199600697,0.0199763775,0.0199494362,0.0399878025,0.0399692059,0.0500071049,0.0399558544,0.0900077820,0.0399422646,0.0199327469,0.0199172497,0.0299930573,0.0099804401,0.0399281979,0.0599868298,262143,-0.0159918049,-0.0157788552,0.0204171975,-0.0001444208,0.0006295395,0.0000296461,-0.0177043316,-0.0159857444,0.0113311325,-0.0001758326,0.0007434385,0.0000394736,-0.0163875279,-0.0131255029,0.0075777121,-0.0001758326,0.0007434385,0.0000394736,-0.0124848359,-0.0048046139,-0.0035368305,-0.0001758326,0.0007434385,0.0000394736,-0.0001758326,0.0007434385,0.0000394736,0.0005049479,-0.0013708061,-0.0012815053,-0.0006807805,0.0021142446,0.0013209789,1.0737096636,-0.0828814144,0.1783266593,0.4132452920,0.8891336246,0.5948558625,0.7053006371,-0.3856131665,0.0219476689
1777409370.0758881569,0.7023150325,-0.0534343794,1.1513334513,-0.0357810282,0.0306875127,0.0132925430,3.4619998932,3.4574780464,3.4617958069,0.8000000119,0.0000000000,1.1599999666,0.0000000000,0.0262219720,-0.0086055892,0.0063658692,0.0350324623,0.0211398173,-0.0107960105,0.0383617319,0.4898368716,-0.0656398535,4.5064380459,-24.8779728557,4.2383162837,0.1066718251,0.0752476081,0.0159624740,-1.9747831821,-1.5401093960,0.0000000000,0.1406240910,0.1261493862,0.1298268139,0.1372976303,0.1168149486,0.1054568067,0.1124236733,0.1115413383,0.0000000000,0.0000000000,0.5337026119,0.0156064816,0.0189898498,0.5332370996,0.0123435296,0.0155785801,0.4447659552,0.0000000000,2.6691548824,10.1674118042,-6.2671670914,0.0300226212,0.6299755573,0.0299918652,0.0299649239,0.0500032902,0.0499846935,0.0600225925,0.0499713421,0.0000329018,0.0499577522,0.0299482346,0.0299327374,0.0400085449,0.0199959278,0.0000128746,0.0700023174,262143,-0.0159817261,-0.0157803138,0.0203811840,-0.0001440755,0.0006283922,0.0000297788,-0.0176371521,-0.0159976260,0.0113621281,-0.0001761338,0.0007431216,0.0000388209,-0.0163192379,-0.0131363584,0.0076036179,-0.0001761338,0.0007431216,0.0000388209,-0.0124115263,-0.0048108016,-0.0035308240,-0.0001761338,0.0007431216,0.0000388209,-0.0001761338,0.0007431216,0.0000388209,0.0005054386,-0.0013710818,-0.0012828302,-0.0006815724,0.0021142034,0.0013216511,1.0755345268,-0.0827715710,0.1782766872,0.4128976721,0.8893153558,0.5954658702,0.7048799975,-0.3854407691,0.0219197199
1777409370.0859000683,0.7023150325,-0.0534343794,1.1513334513,-0.0357810282,0.0306875127,0.0132925430,3.4619998932,3.4574780464,3.4617958069,0.8000000119,0.0000000000,1.1599999666,0.0000000000,0.0262219720,-0.0086055892,0.0063658692,0.0350324623,0.0211398173,-0.0107960105,0.0383617319,0.4898368716,-0.0656398535,4.5064380459,-24.8779728557,4.2383162837,0.1066718251,0.0752476081,0.0159624740,-1.9747831821,-1.5401093960,0.0000000000,0.1406240910,0.1261493862,0.1298268139,0.1372976303,0.1168149486,0.1054568067,0.1124236733,0.1115413383,0.0000000000,0.0000000000,0.5331502557,0.0156064816,0.0189898498,0.5332370996,0.0123435296,0.0155785801,0.4447659552,0.0000000000,2.6691548824,10.1674118042,-6.2671670914,0.0400345325,0.6399874687,0.0400037766,0.0399768353,0.0600152016,0.0599966049,0.0700345039,0.0599832535,0.0100448132,0.0599696636,0.0399601460,0.0399446487,0.0000200272,0.0300078392,0.0100247860,0.0800142288,262143,-0.0159666834,-0.0157824908,0.0203274335,-0.0001435600,0.0006266799,0.0000299770,-0.0175326040,-0.0160140671,0.0114038430,-0.0001764187,0.0007422051,0.0000379309,-0.0162130824,-0.0131512234,0.0076379225,-0.0001764187,0.0007422051,0.0000379309,-0.0122987458,-0.0048186935,-0.0035236872,-0.0001764187,0.0007422051,0.0000379309,-0.0001764187,0.0007422051,0.0000379309,0.0005061076,-0.0013708672,-0.0012846807,-0.0006825263,0.0021130724,0.0013226116,1.0781274915,-0.0826570013,0.1782212109,0.4125412963,0.8895025008,0.5960937576,0.7044505678,-0.3852552786,0.0218984727
