t_sec,pose_x,pose_y,pose_z,pose_roll,pose_pitch,pose_yaw,status_battery_voltage,raw_battery_voltage,filt_battery_voltage,cmd_x,cmd_y,cmd_z,cmd_yaw,est_vx,est_vy,est_vz,est_ax,est_ay,est_az,gyro_x,gyro_y,gyro_z,angAcc_x,angAcc_y,angAcc_z,velDes_vx,velDes_vy,velDes_vz,attDes_roll,attDes_pitch,attDes_yaw,motor_f1,motor_f2,motor_f3,motor_f4,motor_f1_scaled,motor_f2_scaled,motor_f3_scaled,motor_f4_scaled,bodyInFx,bodyInFy,bodyInFz,droneWorldFx,droneWorldFy,droneWorldFz,droneWorldFx_scaled,droneWorldFy_scaled,droneWorldFz_scaled,zero_bias_count,rateDes_roll,rateDes_pitch,rateDes_yaw,age_pose,age_status,age_cf_voltage,age_cmd_position,age_stateEstimate_velocity,age_stateEstimate_acc,age_gyro_feedback,age_vel_des,age_att_des,age_rate_des,age_cf_motor_force,age_cf_motor_force_scaled,age_cf_body_input_force,age_cf_world_force,age_cf_F_input_scaled,age_cf_zero_bias_dbg,validity_bitmask,offline_mob1_fx,offline_mob1_fy,offline_mob1_fz,offline_mob1_tx,offline_mob1_ty,offline_mob1_tz,offline_mob2_fx,offline_mob2_fy,offline_mob2_fz,offline_mob2_tx,offline_mob2_ty,offline_mob2_tz,offline_mobc_fx,offline_mobc_fy,offline_mobc_fz,offline_mobc_tx,offline_mobc_ty,offline_mobc_tz,offline_tauhat_x,offline_tauhat_y,offline_tauhat_z,offline_rxf_x,offline_rxf_y,offline_rxf_z,offline_etau_x,offline_etau_y,offline_etau_z,offline_rho_tau,offline_normal_qx,offline_normal_qy,offline_normal_qz,offline_normal_qw,offline_normal_nx,offline_normal_ny,offline_normal_nz,offline_contact_force_x
1777404484.0461990833,0.0427357778,0.0319163240,0.0975518003,3.0499858052,0.8723913354,0.0000615498,nan,3.7372434139,3.7343096733,nan,nan,nan,nan,0.0053139883,0.0036119190,0.0105021447,-0.8299770951,-0.1109629348,-1.5440731049,0.1543154567,0.0555459447,-0.3824535310,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0801094994,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1138.8037109375,204.8533325195,0.6302118301,0.0208516121,inf,0.0208318233,inf,0.0808787346,0.0908358097,0.0000181198,0.0309090614,0.0508081913,0.0000078678,0.0308992863,0.0208206177,0.0409131050,0.0109341145,0.0409028530,0.0109250546,262103,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,1.0000000000,nan,nan,nan,0.0000000000
1777404484.0599455833,0.0427357778,0.0319163240,0.0975518003,3.0499858052,0.8723913354,0.0000615498,nan,3.7372434139,3.7343096733,nan,nan,nan,nan,-0.0039487733,0.0025157870,0.0035176175,-0.7639929652,-0.0897049680,-1.6413526535,0.1543154567,0.0555459447,-0.3824535310,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0801094994,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1138.8037109375,204.8533325195,0.6302118301,0.0345981121,inf,0.0345783234,inf,0.0000429153,0.0000312328,0.0137646198,0.0446555614,0.0645546913,0.0137543678,0.0000233650,0.0345671177,0.0000159740,0.0246806145,0.0000085831,0.0246715546,262103,nan,nan,nan,0.0000059163,-0.0000000986,0.0000025700,nan,nan,nan,0.0000018329,-0.0000000301,0.0000007960,nan,nan,nan,0.0000018329,-0.0000000301,0.0000007960,0.0000018329,-0.0000000301,0.0000007960,nan,nan,nan,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,1.0000000000,nan,nan,nan,0.0000000000
1777404484.0705437660,0.0424952582,0.0317994803,0.0975724980,3.0606265425,0.8175572280,0.0011301254,nan,3.7372434139,3.7343096733,nan,nan,nan,nan,-0.0039487733,0.0025157870,0.0035176175,-0.7639929652,-0.0897049680,-1.6413526535,0.1543154567,0.0555459447,-0.3824535310,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0801094994,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1138.8037109375,204.8533325195,0.6302118301,0.0000288486,inf,0.0451765060,inf,0.0106410980,0.0106294155,0.0243628025,0.0552537441,0.0751528740,0.0243525505,0.0106215477,0.0000090599,0.0106141567,0.0352787971,0.0106067657,0.0352697372,262103,nan,nan,nan,0.0000058923,-0.0000001001,0.0000025604,nan,nan,nan,0.0000026797,-0.0000000444,0.0000011640,nan,nan,nan,0.0000026797,-0.0000000444,0.0000011640,0.0000026797,-0.0000000444,0.0000011640,nan,nan,nan,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,1.0000000000,nan,nan,nan,0.0000000000
1777404484.0797712803,0.0424952582,0.0317994803,0.0975724980,3.0606265425,0.8175572280,0.0011301254,nan,3.7372434139,3.7343688011,nan,nan,nan,nan,-0.0039487733,0.0025157870,0.0035176175,-0.7639929652,-0.0897049680,-1.6413526535,0.1543154567,0.0555459447,-0.3824535310,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0801094994,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1138.8037109375,204.8533325195,0.6302118301,0.0092563629,inf,0.0000188351,inf,0.0198686123,0.0198569298,0.0335903168,0.0644812584,0.0843803883,0.0335800648,0.0198490620,0.0092365742,0.0198416710,0.0000073910,0.0198342800,0.0444972515,262103,nan,nan,nan,0.0000057073,-0.0000001615,0.0000028622,nan,nan,nan,0.0000037694,-0.0000001042,0.0000018893,nan,nan,nan,0.0000037694,-0.0000001042,0.0000018893,0.0000037694,-0.0000001042,0.0000018893,nan,nan,nan,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,1.0000000000,nan,nan,nan,0.0000000000
1777404484.0873091221,0.0424952582,0.0317994803,0.0975724980,3.0606265425,0.8175572280,0.0011301254,nan,3.7372434139,3.7343688011,nan,nan,nan,nan,-0.0039487733,0.0025157870,0.0035176175,-0.7639929652,-0.0897049680,-1.6413526535,0.1543154567,0.0555459447,-0.3824535310,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0801094994,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1138.8037109375,204.8533325195,0.6302118301,0.0167942047,inf,0.0075566769,inf,0.0274064541,0.0273947716,0.0411281586,0.0720191002,0.0919182301,0.0411179066,0.0273869038,0.0167744160,0.0273795128,0.0075452328,0.0273721218,0.0520350933,262103,nan,nan,nan,0.0000056957,-0.0000001622,0.0000028568,nan,nan,nan,0.0000041349,-0.0000001147,0.0000020726,nan,nan,nan,0.0000041349,-0.0000001147,0.0000020726,0.0000041349,-0.0000001147,0.0000020726,nan,nan,nan,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,1.0000000000,nan,nan,nan,0.0000000000
1777404484.0973601341,0.0424952582,0.0317994803,0.0975724980,3.0606265425,0.8175572280,0.0011301254,nan,3.7372434139,3.7343688011,nan,nan,nan,nan,-0.0039487733,0.0025157870,0.0035176175,-0.7639929652,-0.0897049680,-1.6413526535,0.1543154567,0.0555459447,-0.3824535310,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0800796598,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1138.8037109375,204.8533325195,0.6302118301,0.0268452168,inf,0.0176076889,inf,0.0374574661,0.0374457836,0.0511791706,0.0820701122,0.0000095367,0.0511689186,0.0374379158,0.0268254280,0.0374305248,0.0175962448,0.0374231339,0.0620861053,262103,nan,nan,nan,0.0000056611,-0.0000001642,0.0000028406,nan,nan,nan,0.0000051725,-0.0000001449,0.0000025934,nan,nan,nan,0.0000051725,-0.0000001449,0.0000025934,0.0000051725,-0.0000001449,0.0000025934,nan,nan,nan,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,1.0000000000,nan,nan,nan,0.0000000000
1777404484.1074349880,0.0424952582,0.0317994803,0.0975724980,3.0606265425,0.8175572280,0.0011301254,nan,3.7372434139,3.7343688011,nan,nan,nan,nan,-0.0039487733,0.0025157870,0.0035176175,-0.7639929652,-0.0897049680,-1.6413526535,0.1543154567,0.0555459447,-0.3824535310,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0800796598,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1138.8037109375,204.8533325195,0.6302118301,0.0369200706,inf,0.0276825428,inf,0.0475323200,0.0475206375,0.0612540245,0.0007877350,0.0100843906,0.0612437725,0.0475127697,0.0369002819,0.0000336170,0.0276710987,0.0000238419,0.0721609592,262103,nan,nan,nan,0.0000056381,-0.0000001655,0.0000028299,nan,nan,nan,0.0000058172,-0.0000001641,0.0000029171,nan,nan,nan,0.0000058172,-0.0000001641,0.0000029171,0.0000058172,-0.0000001641,0.0000029171,nan,nan,nan,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,1.0000000000,nan,nan,nan,0.0000000000
1777404484.1153023243,0.0424952582,0.0317994803,0.0975724980,3.0606265425,0.8175572280,0.0011301254,nan,3.7372434139,3.7343688011,nan,nan,nan,nan,-0.0039487733,0.0025157870,0.0035176175,-0.7639929652,-0.0897049680,-1.6413526535,0.1543154567,0.0555459447,-0.3824535310,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0800796598,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1138.8037109375,204.8533325195,0.6302118301,0.0447874069,inf,0.0355498791,inf,0.0553996563,0.0553879738,0.0691213608,0.0086550713,0.0179517269,0.0691111088,0.0000176430,0.0000076294,0.0079009533,0.0355384350,0.0078911781,0.0800282955,262103,nan,nan,nan,0.0000056038,-0.0000001675,0.0000028139,nan,nan,nan,0.0000067173,-0.0000001915,0.0000033692,nan,nan,nan,0.0000067173,-0.0000001915,0.0000033692,0.0000067173,-0.0000001915,0.0000033692,nan,nan,nan,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,1.0000000000,nan,nan,nan,0.0000000000
1777404484.1253232956,0.0421992801,0.0316589996,0.0976179466,3.0669725141,0.7633843470,-0.0001223857,nan,3.7372434139,3.7344615459,nan,nan,nan,nan,-0.0039487733,0.0025157870,0.0035176175,-0.7639929652,-0.0897049680,-1.6413526535,0.1543154567,0.0555459447,-0.3824535310,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0800796598,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1138.8037109375,204.8533325195,0.6302118301,0.0000252724,inf,0.0000081062,inf,0.0654206276,0.0654089451,0.0791423321,0.0186760426,0.0279726982,0.0791320801,0.0100386143,0.0100286007,0.0179219246,0.0455594063,0.0179121494,0.0900492668,262103,nan,nan,nan,0.0000055810,-0.0000001688,0.0000028033,nan,nan,nan,0.0000072747,-0.0000002088,0.0000036494,nan,nan,nan,0.0000072747,-0.0000002088,0.0000036494,0.0000072747,-0.0000002088,0.0000036494,nan,nan,nan,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,1.0000000000,nan,nan,nan,0.0000000000
1777404484.1353206635,0.0421992801,0.0316589996,0.0976179466,3.0669725141,0.7633843470,-0.0001223857,nan,3.7372434139,3.7344615459,nan,nan,nan,nan,-0.0039487733,0.0025157870,0.0035176175,-0.7639929652,-0.0897049680,-1.6413526535,0.1543154567,0.0555459447,-0.3824535310,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0800796598,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-1138.8037109375,204.8533325195,0.6302118301,0.0100226402,inf,0.0100054741,inf,0.0754179955,0.0754063129,0.0891396999,0.0286734104,0.0379700661,0.0891294479,0.0200359821,0.0200259686,0.0279192924,0.0000114441,0.0279095173,0.1000466347,262103,nan,nan,nan,0.0000053869,-0.0000002154,0.0000030828,nan,nan,nan,0.0000078184,-0.0000002984,0.0000044683,nan,nan,nan,0.0000078184,-0.0000002984,0.0000044683,0.0000078184,-0.0000002984,0.0000044683,nan,nan,nan,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,1.0000000000,nan,nan,nan,0.0000000000
