t_sec,pose_x,pose_y,pose_z,pose_roll,pose_pitch,pose_yaw,status_battery_voltage,raw_battery_voltage,filt_battery_voltage,cmd_x,cmd_y,cmd_z,cmd_yaw,est_vx,est_vy,est_vz,est_ax,est_ay,est_az,gyro_x,gyro_y,gyro_z,angAcc_x,angAcc_y,angAcc_z,velDes_vx,velDes_vy,velDes_vz,attDes_roll,attDes_pitch,attDes_yaw,motor_f1,motor_f2,motor_f3,motor_f4,motor_f1_scaled,motor_f2_scaled,motor_f3_scaled,motor_f4_scaled,bodyInFx,bodyInFy,bodyInFz,droneWorldFx,droneWorldFy,droneWorldFz,droneWorldFx_scaled,droneWorldFy_scaled,droneWorldFz_scaled,zero_bias_count,rateDes_roll,rateDes_pitch,rateDes_yaw,age_pose,age_status,age_cf_voltage,age_cmd_position,age_stateEstimate_velocity,age_stateEstimate_acc,age_gyro_feedback,age_vel_des,age_att_des,age_rate_des,age_cf_motor_force,age_cf_motor_force_scaled,age_cf_body_input_force,age_cf_world_force,age_cf_F_input_scaled,age_cf_zero_bias_dbg,validity_bitmask,offline_mob1_fx,offline_mob1_fy,offline_mob1_fz,offline_mob1_tx,offline_mob1_ty,offline_mob1_tz,offline_mob2_fx,offline_mob2_fy,offline_mob2_fz,offline_mob2_tx,offline_mob2_ty,offline_mob2_tz,offline_mobc_fx,offline_mobc_fy,offline_mobc_fz,offline_mobc_tx,offline_mobc_ty,offline_mobc_tz,offline_mobc2_fx,offline_mobc2_fy,offline_mobc2_fz,offline_mobc2_tx,offline_mobc2_ty,offline_mobc2_tz,offline_tauhat_x,offline_tauhat_y,offline_tauhat_z,offline_rxf_x,offline_rxf_y,offline_rxf_z,offline_etau_x,offline_etau_y,offline_etau_z,offline_rho_tau,offline_normal_pure_nx,offline_normal_pure_ny,offline_normal_pure_nz,offline_normal_k1_nx,offline_normal_k1_ny,offline_normal_k1_nz,offline_normal_k2_nx,offline_normal_k2_ny,offline_normal_k2_nz,offline_normal_k2_nolpf_nx,offline_normal_k2_nolpf_ny,offline_normal_k2_nolpf_nz,offline_normal_k2_novcorr_nx,offline_normal_k2_novcorr_ny,offline_normal_k2_novcorr_nz,offline_contact_force_x
1777407295.4796168804,0.0191024449,0.0341454819,0.1002950668,-0.7132414025,1.0080632006,0.0005220593,3.8320000172,3.8322582245,3.8321769238,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,0.0043073250,-0.0033892037,0.0021101485,0.6317298412,0.6766000986,-0.6196534634,0.0414024815,0.3061220348,0.0027534044,0.9709717080,3.5102027004,-1.4421724415,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1168528944,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,287.4754943848,451.4944458008,0.0000000000,0.0100092888,0.5001206398,0.0099694729,0.0200085640,0.0199706554,0.0299832821,0.0400869846,0.0601224899,0.0901546478,0.0299677849,0.0199463367,0.0099473000,0.0199358463,0.0000212193,0.0299603939,0.1500842571,262143,0.0001014344,-0.0001210320,0.4244496481,-0.0000023057,0.0000024652,-0.0000011623,0.0003033788,-0.0004248625,0.4374427166,0.0000014507,0.0000015630,0.0000015147,-0.0277178622,-0.0198633766,0.4115536179,0.0000014507,0.0000015630,0.0000015147,-0.1379656603,-0.0740509983,0.3159180323,0.0000014507,0.0000015630,0.0000015147,0.0000014507,0.0000015630,0.0000015147,0.0094301174,-0.0306172177,-0.0008521316,-0.0094286666,0.0306187807,0.0008536463,0.7200420310,-0.0007756346,0.0006481223,-0.9999994892,0.0628137895,0.0490988865,-0.9968167972,0.3479397253,0.2234002942,-0.9105109863,0.3494892527,0.2229761622,-0.9100213697,0.3516220810,0.2223050223,-0.9093637277,0.4132514596
1777407295.4896116257,0.0191024449,0.0341454819,0.1002950668,-0.7132414025,1.0080632006,0.0005220593,3.8320000172,3.8322582245,3.8321769238,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,0.0043073250,-0.0033892037,0.0021101485,0.6317298412,0.6766000986,-0.6196534634,0.0414024815,0.3061220348,0.0027534044,0.9709717080,3.5102027004,-1.4421724415,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1182817966,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,287.4754943848,451.4944458008,0.0000000000,0.0200040340,0.5101153851,0.0199642181,0.0300033092,0.0299654007,0.0399780273,0.0500817299,0.0701172352,0.0000233650,0.0399625301,0.0299410820,0.0199420452,0.0299305916,0.0100159645,0.0399551392,0.1600790024,262143,0.0001010291,-0.0001205484,0.4245019012,-0.0000022965,0.0000024553,-0.0000011577,0.0003004727,-0.0004524544,0.4374472622,0.0000010275,0.0000019482,0.0000012992,-0.0280138678,-0.0196826359,0.4109666136,0.0000010275,0.0000019482,0.0000012992,-0.1398347744,-0.0724555076,0.3128885521,0.0000010275,0.0000019482,0.0000012992,0.0000010275,0.0000019482,0.0000012992,0.0094269110,-0.0305499451,-0.0008300640,-0.0094258834,0.0305518933,0.0008313633,0.7195829642,-0.0007592132,0.0007127459,-0.9999994578,0.0638372705,0.0488248544,-0.9967652364,0.3566741351,0.2207639083,-0.9077702673,0.3587256272,0.2201092267,-0.9071206384,0.3604256081,0.2195681665,-0.9065777415,0.4123865664
1777407295.4996197224,0.0191024449,0.0341454819,0.1002950668,-0.7132414025,1.0080632006,0.0005220593,3.8320000172,3.8322582245,3.8321769238,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,0.0043073250,-0.0033892037,0.0021101485,0.6317298412,0.6766000986,-0.6196534634,0.0414024815,0.3061220348,0.0027534044,0.9709717080,3.5102027004,-1.4421724415,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1182817966,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,287.4754943848,451.4944458008,0.0000000000,0.0300121307,0.5201234818,0.0299723148,0.0400114059,0.0399734974,0.0499861240,0.0600898266,0.0801253319,0.0100314617,0.0499706268,0.0399491787,0.0299501419,0.0399386883,0.0200240612,0.0000247955,0.1700870991,262143,0.0001004241,-0.0001198265,0.4245798896,-0.0000022827,0.0000024406,-0.0000011508,0.0002955333,-0.0004878872,0.4374536312,0.0000004309,0.0000024877,0.0000009945,-0.0284437390,-0.0194098393,0.4101070311,0.0000004309,0.0000024877,0.0000009945,-0.1423433730,-0.0702111131,0.3086403965,0.0000004309,0.0000024877,0.0000009945,0.0000004309,0.0000024877,0.0000009945,0.0094227908,-0.0304516307,-0.0007971614,-0.0094223599,0.0304541184,0.0007981559,0.7189172425,-0.0007309119,0.0008447037,-0.9999993761,0.0648147076,0.0485304145,-0.9967165357,0.3660097564,0.2177172402,-0.9047850914,0.3676446535,0.2171894604,-0.9042489409,0.3697413041,0.2164576509,-0.9035692853,0.4118240178
1777407295.5095894337,0.0191024449,0.0341454819,0.1002950668,-0.7132414025,1.0080632006,0.0005220593,3.8320000172,3.8322582245,3.8321769238,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,0.0043073250,-0.0033892037,0.0021101485,0.6317298412,0.6766000986,-0.6196534634,0.0414024815,0.3061220348,0.0027534044,0.9709717080,3.5102027004,-1.4421724415,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1182817966,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,287.4754943848,451.4944458008,0.0000000000,0.0399818420,0.5300931931,0.0399420261,0.0000460148,0.0499432087,0.0599558353,0.0700595379,0.0900950432,0.0200011730,0.0599403381,0.0000214577,0.0399198532,0.0000119209,0.0299937725,0.0099945068,0.1800568104,262143,0.0001000228,-0.0001193477,0.4246316222,-0.0000022736,0.0000024309,-0.0000011462,0.0002919007,-0.0005078689,0.4374575959,0.0000000575,0.0000028231,0.0000008032,-0.0287208573,-0.0192275417,0.4095482899,0.0000000575,0.0000028231,0.0000008032,-0.1438304016,-0.0688107359,0.3059970331,0.0000000575,0.0000028231,0.0000008032,0.0000000575,0.0000028231,0.0000008032,0.0094204647,-0.0303878528,-0.0007754171,-0.0094204071,0.0303906759,0.0007762204,0.7184886570,-0.0007181827,0.0009079538,-0.9999993299,0.0658278638,0.0481808167,-0.9966670965,0.3749088237,0.2146760327,-0.9018633904,0.3769054567,0.2139664862,-0.9011995447,0.3785760704,0.2133769354,-0.9006389079,0.4110003412
1777407295.5195891857,0.0191256013,0.0338145383,0.1003769785,-0.6263114299,0.9557948450,0.0020040343,3.8320000172,3.8322582245,3.8321831226,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,0.0043073250,-0.0033892037,0.0021101485,0.6317298412,0.6766000986,-0.6196534634,0.0414024815,0.3061220348,0.0027534044,0.9709717080,3.5102027004,-1.4421724415,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1182817966,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,287.4754943848,451.4944458008,0.0000000000,0.0000436306,0.5400929451,0.0000224113,0.0100457668,0.0599429607,0.0699555874,0.0800592899,0.0000157356,0.0300009251,0.0699400902,0.0100212097,0.0000102520,0.0100116730,0.0399935246,0.0199942589,0.1900565624,262143,0.0000994239,-0.0001186330,0.4247088339,-0.0000022600,0.0000024163,-0.0000011394,0.0002860167,-0.0005329038,0.4374631500,-0.0000004679,0.0000032917,0.0000005331,-0.0291223408,-0.0189545012,0.4087321272,-0.0000004679,0.0000032917,0.0000005331,-0.1458020938,-0.0668478681,0.3023000989,-0.0000004679,0.0000032917,0.0000005331,-0.0000004679,0.0000032917,0.0000005331,0.0094175448,-0.0302948773,-0.0007431751,-0.0094180127,0.0302981690,0.0007437082,0.7178685045,-0.0007053075,0.0009699964,-0.9999992808,0.0667879173,0.0478245652,-0.9966203816,0.3840111827,0.2113907988,-0.8988043957,0.3856020171,0.2108193262,-0.8982573663,0.3875577064,0.2100778531,-0.8975891710,0.4104660153
1777407295.5295519829,0.0191256013,0.0338145383,0.1003769785,-0.6263114299,0.9557948450,0.0020040343,3.8320000172,3.8322582245,3.8321831226,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,0.0043073250,-0.0033892037,0.0021101485,0.6317298412,0.6766000986,-0.6196534634,0.0414024815,0.3061220348,0.0027534044,0.9709717080,3.5102027004,-1.4421724415,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1182817966,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,287.4754943848,451.4944458008,0.0000000000,0.0100064278,0.5500557423,0.0099852085,0.0200085640,0.0699057579,0.0799183846,0.0900220871,0.0099785328,0.0399637222,0.0799028873,0.0199840069,0.0099730492,0.0199744701,0.0000202656,0.0299570560,0.0000100136,262143,0.0000990266,-0.0001181590,0.4247600513,-0.0000020141,0.0000026125,-0.0000011247,0.0002818433,-0.0005465833,0.4374666067,-0.0000005638,0.0000036094,0.0000005023,-0.0293727959,-0.0187212487,0.4080820947,-0.0000005638,0.0000036094,0.0000005023,-0.1472949952,-0.0651787266,0.2990058006,-0.0000005638,0.0000036094,0.0000005023,-0.0000005638,0.0000036094,0.0000005023,0.0084581251,-0.0325124613,-0.0008938989,-0.0084586889,0.0325160707,0.0008944013,0.7613254692,-0.0006930984,0.0010258826,-0.9999992336,0.0677738691,0.0474017569,-0.9965740194,0.3924904333,0.2082179214,-0.8958775346,0.3945483379,0.2074190248,-0.8951586213,0.3961063581,0.2068221505,-0.8946084904,0.4095621407
1777407295.5395505428,0.0191256013,0.0338145383,0.1003769785,-0.6263114299,0.9557948450,0.0020040343,3.8320000172,3.8322582245,3.8321831226,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,0.0043073250,-0.0033892037,0.0021101485,0.6317298412,0.6766000986,-0.6196534634,0.1543061882,-0.3120573163,-0.0042325291,1.1289439375,-6.1812835993,-0.0698535728,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1182817966,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,287.4754943848,451.4944458008,0.0000000000,0.0200049877,0.5600543022,0.0199837685,0.0300071239,0.0799043179,0.0899169445,0.0000123978,0.0199770927,0.0499622822,0.0899014473,0.0299825668,0.0199716091,0.0299730301,0.0100188255,0.0399556160,0.0100085735,262143,0.0000984336,-0.0001174514,0.4248364939,-0.0000020020,0.0000025968,-0.0000011180,0.0002752690,-0.0005630323,0.4374714485,-0.0000009819,0.0000040565,0.0000002613,-0.0297341579,-0.0183740418,0.4071309176,-0.0000009819,0.0000040565,0.0000002613,-0.1492617394,-0.0628383182,0.2943866639,-0.0000009819,0.0000040565,0.0000002613,-0.0000009819,0.0000040565,0.0000002613,0.0084573763,-0.0324085227,-0.0008559257,-0.0084583581,0.0324125792,0.0008561870,0.7607905818,-0.0006803241,0.0010781087,-0.9999991874,0.0687033985,0.0469641288,-0.9965310902,0.4015422244,0.2046667648,-0.8926787538,0.4031814003,0.2040237218,-0.8920869237,0.4051389471,0.2032240146,-0.8913823161,0.4089343846
1777407295.5495328903,0.0191256013,0.0338145383,0.1003769785,-0.6263114299,0.9557948450,0.0020040343,3.8320000172,3.8322582245,3.8321831226,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,0.0043073250,-0.0033892037,0.0021101485,0.6771690845,0.5448093414,-0.4962435961,0.1543061882,-0.3120573163,-0.0042325291,1.1289439375,-6.1812835993,-0.0698535728,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1182817966,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,222.2038116455,408.1116943359,0.0000000000,0.0299873352,0.5700366497,0.0299661160,0.0399894714,0.0898866653,0.0000236034,0.0099947453,0.0299594402,0.0599446297,0.0000145435,0.0399649143,0.0299539566,0.0399553776,0.0200011730,0.0000090599,0.0199909210,262143,0.0000978442,-0.0001167481,0.4249124787,0.0000022547,-0.0000034501,0.0000002297,0.0002683841,-0.0005750859,0.4374759066,-0.0000003707,0.0000030483,0.0000003528,-0.0300785260,-0.0180311217,0.4062091573,-0.0000003707,0.0000030483,0.0000003528,-0.1509240229,-0.0606846208,0.2901354481,-0.0000003707,0.0000030483,0.0000003528,-0.0000005693,0.0000033764,0.0000003231,0.0084571261,-0.0323411857,-0.0008310108,-0.0084576954,0.0323445621,0.0008313339,0.7604230995,-0.0006680192,0.0011237701,-0.9999991454,0.0696511935,0.0464655310,-0.9964886681,0.4101609197,0.2011767060,-0.8895481735,0.4121352124,0.2003530814,-0.8888212472,0.4136942057,0.1997096237,-0.8882416171,0.4080159366
1777407295.5595204830,0.0191256013,0.0338145383,0.1003769785,-0.6263114299,0.9557948450,0.0020040343,3.8320000172,3.8322582245,3.8321831226,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,0.0050611566,-0.0047716177,0.0030219660,0.6771690845,0.5448093414,-0.4962435961,0.1543061882,-0.3120573163,-0.0042325291,1.1289439375,-6.1812835993,-0.0698535728,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1182817966,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,222.2038116455,408.1116943359,0.0000000000,0.0399749279,0.5800242424,0.0399537086,0.0000321865,0.0000166893,0.0100111961,0.0199823380,0.0399470329,0.0699322224,0.0100021362,0.0000081062,0.0399415493,0.0000057220,0.0299887657,0.0099966526,0.0299785137,262143,0.0000974532,-0.0001162816,0.4249628824,0.0000022458,-0.0000034363,0.0000002287,0.0002636553,-0.0005809301,0.4374786805,0.0000000118,0.0000024155,0.0000004097,-0.0302988054,-0.0178054247,0.4056113002,0.0000000118,0.0000024155,0.0000004097,-0.1518755286,-0.0593473703,0.2874949009,0.0000000118,0.0000024155,0.0000004097,0.0000000118,0.0000024155,0.0000004097,0.0084570852,-0.0322431507,-0.0007943057,-0.0084570734,0.0322455662,0.0007947154,0.7598946587,-0.0006549492,0.0011645967,-0.9999991074,0.0705408453,0.0459682527,-0.9964491502,0.4189614735,0.1974699636,-0.8862713451,0.4205337261,0.1968074178,-0.8856738821,0.4223750718,0.1960034639,-0.8849756725,0.4074204862
1777407295.5695188046,0.0191631485,0.0334548838,0.1004834920,-0.5541600913,0.9057519922,0.0016096979,3.8320000172,3.8322582245,3.8321878910,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,0.0050611566,-0.0047716177,0.0030219660,0.6771690845,0.5448093414,-0.4962435961,0.1543061882,-0.3120573163,-0.0042325291,1.1289439375,-6.1812835993,-0.0698535728,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1182817966,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,222.2038116455,408.1116943359,0.0000000000,0.0000240803,0.5900225639,0.0000095367,0.0100305080,0.0100150108,0.0200095177,0.0299806595,0.0499453545,0.0799305439,0.0200004578,0.0100064278,0.0000050068,0.0100040436,0.0399870872,0.0199949741,0.0399768353,262143,0.0001136129,-0.0001462900,0.4250583627,0.0000022323,-0.0000034157,0.0000002273,0.0002679724,-0.0006079761,0.4374965633,0.0000005499,0.0000015223,0.0000004892,-0.0306039986,-0.0174931310,0.4047537435,0.0000005499,0.0000015223,0.0000004892,-0.1530748340,-0.0575022910,0.2838217238,0.0000005499,0.0000015223,0.0000004892,0.0000005499,0.0000015223,0.0000004892,0.0084567135,-0.0321499950,-0.0007598721,-0.0084561635,0.0321515173,0.0007603613,0.7594006190,-0.0006458942,0.0012058094,-0.9999990644,0.0714385165,0.0454310642,-0.9964098337,0.4347498969,0.1905383733,-0.8801634254,0.4289516776,0.1931205296,-0.8824425870,0.4304180535,0.1924741229,-0.8818696113,0.4065608978
1777407295.5795009136,0.0191631485,0.0334548838,0.1004834920,-0.5541600913,0.9057519922,0.0016096979,3.8320000172,3.8322582245,3.8321878910,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,0.0050611566,-0.0047716177,0.0030219660,0.6771690845,0.5448093414,-0.4962435961,0.1543061882,-0.3120573163,-0.0042325291,1.1289439375,-6.1812835993,-0.0698535728,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1182817966,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,222.2038116455,408.1116943359,0.0000000000,0.0100061893,0.6000046730,0.0099916458,0.0200126171,0.0199971199,0.0299916267,0.0399627686,0.0599274635,0.0899126530,0.0299825668,0.0199885368,0.0099871159,0.0199861526,0.0000092983,0.0299770832,0.0499589443,262143,0.0001131589,-0.0001457054,0.4251081834,0.0000020110,-0.0000035343,0.0000001823,0.0002699212,-0.0006226793,0.4375072904,0.0000009108,0.0000008851,0.0000006234,-0.0307761874,-0.0172421434,0.4040906449,0.0000009108,0.0000008851,0.0000006234,-0.1539461368,-0.0559691469,0.2806510243,0.0000009108,0.0000008851,0.0000006234,0.0000009108,0.0000008851,0.0000006234,0.0075682174,-0.0339962836,-0.0008855896,-0.0075673066,0.0339971687,0.0008862130,0.7968321654,-0.0006401057,0.0012492958,-0.9999990148,0.0722712988,0.0449012407,-0.9963737943,0.4426239381,0.1869096455,-0.8770113077,0.4366971948,0.1896371701,-0.8793937137,0.4385311728,0.1887881534,-0.8786634416,0.4059519172
1777407295.5895237923,0.0191631485,0.0334548838,0.1004834920,-0.5541600913,0.9057519922,0.0016096979,3.8320000172,3.8322582245,3.8321878910,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,0.0050611566,-0.0047716177,0.0030219660,0.6771690845,0.5448093414,-0.4962435961,0.1543061882,-0.3120573163,-0.0042325291,1.1289439375,-6.1812835993,-0.0698535728,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1205382794,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,222.2038116455,408.1116943359,0.0000000000,0.0200290680,0.6100275517,0.0200145245,0.0300354958,0.0300199986,0.0400145054,0.0499856472,0.0699503422,0.0000102520,0.0400054455,0.0300114155,0.0200099945,0.0300090313,0.0100321770,0.0399999619,0.0599818230,262143,0.0001124813,-0.0001448329,0.4251825413,0.0000019990,-0.0000035131,0.0000001811,0.0002715983,-0.0006402372,0.4375217408,0.0000013326,0.0000000678,0.0000006798,-0.0310224689,-0.0168701078,0.4031212360,0.0000013326,0.0000000678,0.0000006798,-0.1550331108,-0.0538249145,0.2762105797,0.0000013326,0.0000000678,0.0000006798,0.0000013326,0.0000000678,0.0000006798,0.0075690328,-0.0338951651,-0.0008472015,-0.0075677001,0.0338952329,0.0008478813,0.7964456005,-0.0006360549,0.0012896891,-0.9999989661,0.0730978288,0.0443132841,-0.9963398217,0.4501126182,0.1833689253,-0.8739419135,0.4447951219,0.1858696696,-0.8761334176,0.4462554392,0.1851873743,-0.8755351046,0.4049791396
1777407295.5995187759,0.0191631485,0.0334548838,0.1004834920,-0.5541600913,0.9057519922,0.0016096979,3.8320000172,3.8322582245,3.8321878910,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,0.0050611566,-0.0047716177,0.0030219660,0.6771690845,0.5448093414,-0.4962435961,0.1543061882,-0.3120573163,-0.0042325291,1.1289439375,-6.1812835993,-0.0698535728,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1205382794,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,222.2038116455,408.1116943359,0.0000000000,0.0300240517,0.6200225353,0.0300095081,0.0400304794,0.0400149822,0.0500094891,0.0599806309,0.0000140667,0.0100052357,0.0500004292,0.0400063992,0.0300049782,0.0400040150,0.0200271606,0.0000071526,0.0699768066,262143,0.0001120318,-0.0001442542,0.4252318658,0.0000019910,-0.0000034991,0.0000001804,0.0002719650,-0.0006492103,0.4375303634,0.0000015953,-0.0000004433,0.0000007145,-0.0311788383,-0.0166255282,0.4024920920,0.0000015953,-0.0000004433,0.0000007145,-0.1556212772,-0.0524944510,0.2734509014,0.0000015953,-0.0000004433,0.0000007145,0.0000015953,-0.0000004433,0.0000007145,0.0075697495,-0.0338297128,-0.0008220638,-0.0075681542,0.0338292695,0.0008227784,0.7962003698,-0.0006331620,0.0013285121,-0.9999989171,0.0738617851,0.0437343303,-0.9963090610,0.4577393647,0.1796385219,-0.8707494907,0.4524174738,0.1822312694,-0.8729892290,0.4541348482,0.1813878670,-0.8722728824,0.4043478668
1777407295.6095068455,0.0191631485,0.0334548838,0.1004834920,-0.5541600913,0.9057519922,0.0016096979,3.8320000172,3.8322582245,3.8321878910,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,0.0050611566,-0.0047716177,0.0030219660,0.6771690845,0.5448093414,-0.4962435961,0.1543061882,-0.3120573163,-0.0042325291,1.1289439375,-6.1812835993,-0.0698535728,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1205382794,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,222.2038116455,408.1116943359,0.0000000000,0.0400121212,0.6300106049,0.0399975777,0.0000231266,0.0500030518,0.0599975586,0.0699687004,0.0100021362,0.0199933052,0.0599884987,0.0000097752,0.0399930477,0.0000054836,0.0300152302,0.0099952221,0.0799648762,262143,0.0001113610,-0.0001433904,0.4253054832,0.0000019791,-0.0000034781,0.0000001792,0.0002715134,-0.0006589917,0.4375419116,0.0000019631,-0.0000011619,0.0000007626,-0.0314019932,-0.0162645391,0.4015744375,0.0000019631,-0.0000011619,0.0000007626,-0.1563157123,-0.0506392615,0.2695955015,0.0000019631,-0.0000011619,0.0000007626,0.0000019631,-0.0000011619,0.0000007626,0.0075710497,-0.0337344936,-0.0007850991,-0.0075690867,0.0337333317,0.0007858617,0.7958507165,-0.0006307653,0.0013627580,-0.9999988725,0.0746209833,0.0431099400,-0.9962797007,0.4652887891,0.1758180010,-0.8675219728,0.4600870786,0.1784431948,-0.8697573836,0.4614544643,0.1777657622,-0.8691715085,0.4034258425
