t_sec,pose_x,pose_y,pose_z,pose_roll,pose_pitch,pose_yaw,status_battery_voltage,raw_battery_voltage,filt_battery_voltage,cmd_x,cmd_y,cmd_z,cmd_yaw,est_vx,est_vy,est_vz,est_ax,est_ay,est_az,gyro_x,gyro_y,gyro_z,angAcc_x,angAcc_y,angAcc_z,velDes_vx,velDes_vy,velDes_vz,attDes_roll,attDes_pitch,attDes_yaw,motor_f1,motor_f2,motor_f3,motor_f4,motor_f1_scaled,motor_f2_scaled,motor_f3_scaled,motor_f4_scaled,bodyInFx,bodyInFy,bodyInFz,droneWorldFx,droneWorldFy,droneWorldFz,droneWorldFx_scaled,droneWorldFy_scaled,droneWorldFz_scaled,zero_bias_count,rateDes_roll,rateDes_pitch,rateDes_yaw,age_pose,age_status,age_cf_voltage,age_cmd_position,age_stateEstimate_velocity,age_stateEstimate_acc,age_gyro_feedback,age_vel_des,age_att_des,age_rate_des,age_cf_motor_force,age_cf_motor_force_scaled,age_cf_body_input_force,age_cf_world_force,age_cf_F_input_scaled,age_cf_zero_bias_dbg,validity_bitmask,offline_mob1_fx,offline_mob1_fy,offline_mob1_fz,offline_mob1_tx,offline_mob1_ty,offline_mob1_tz,offline_mob2_fx,offline_mob2_fy,offline_mob2_fz,offline_mob2_tx,offline_mob2_ty,offline_mob2_tz,offline_mobc_fx,offline_mobc_fy,offline_mobc_fz,offline_mobc_tx,offline_mobc_ty,offline_mobc_tz,offline_mobc2_fx,offline_mobc2_fy,offline_mobc2_fz,offline_mobc2_tx,offline_mobc2_ty,offline_mobc2_tz,offline_tauhat_x,offline_tauhat_y,offline_tauhat_z,offline_rxf_x,offline_rxf_y,offline_rxf_z,offline_etau_x,offline_etau_y,offline_etau_z,offline_rho_tau,offline_normal_pure_nx,offline_normal_pure_ny,offline_normal_pure_nz,offline_normal_k1_nx,offline_normal_k1_ny,offline_normal_k1_nz,offline_normal_k1_novcorr_nx,offline_normal_k1_novcorr_ny,offline_normal_k1_novcorr_nz,offline_normal_k2_nx,offline_normal_k2_ny,offline_normal_k2_nz,offline_normal_k2_nolpf_nx,offline_normal_k2_nolpf_ny,offline_normal_k2_nolpf_nz,offline_normal_k2_novcorr_nx,offline_normal_k2_novcorr_ny,offline_normal_k2_novcorr_nz,offline_contact_force_x
1777407520.6354165077,0.0184170324,0.0341338813,0.0982151106,-0.0359825574,0.0138355769,-0.0002489506,3.7530000210,3.7530791759,3.7532896996,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,-0.0007789879,-0.0050099338,-0.0030709894,0.0162089132,0.0247820895,-0.0004850626,0.2430346161,0.0899809003,-0.1291770935,2.1161948436,-0.9798069170,-0.5495035451,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0903338715,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,13.2194271088,6.3391265869,0.0000000000,0.0400559902,0.8800680637,0.0300920010,0.0000486374,0.0000259876,0.0100660324,0.0200657845,0.0400266647,0.0600810051,0.0100541115,0.0000171661,0.0400104523,0.0000109673,0.0300827026,0.0100464821,0.1199841499,262143,0.0000241880,0.0000738443,0.4366357134,0.0000019206,0.0000005752,-0.0000015472,-0.0000076000,0.0001968470,0.4376853177,-0.0000006095,0.0000052252,-0.0000008209,0.0255686365,0.0005709889,0.3710216783,-0.0000006095,0.0000052252,-0.0000008209,0.0994142081,0.0016145052,0.1785468348,-0.0000006095,0.0000052252,-0.0000008209,-0.0000006095,0.0000052252,-0.0000008209,0.0005028449,-0.0363171747,0.0000205544,-0.0005034544,0.0363223999,-0.0000213753,0.9068912483,0.0003538416,-0.0001711656,-0.9999999227,-0.0683927124,-0.0012402525,-0.9976577062,-0.0683493986,-0.0012055558,-0.9976607170,-0.4859884854,-0.0075474097,-0.8739326225,-0.4859885839,-0.0075469001,-0.8739325721,-0.4860098502,-0.0075614464,-0.8739206200,0.3719020486
1777407520.6454310417,0.0183837991,0.0338917859,0.0980558246,-0.0359825574,0.0138355769,-0.0002489506,3.7530000210,3.7530791759,3.7532896996,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,-0.0007789879,-0.0050099338,-0.0030709894,0.0162089132,0.0247820895,-0.0004850626,0.2430346161,0.0899809003,-0.1291770935,2.1161948436,-0.9798069170,-0.5495035451,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0903338715,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,13.2194271088,6.3391265869,0.0000000000,0.0000524521,0.8900825977,0.0401065350,0.0100631714,0.0100405216,0.0200805664,0.0300803185,0.0500411987,0.0700955391,0.0200686455,0.0100317001,0.0000178814,0.0100255013,0.0400972366,0.0200610161,0.1299986839,262143,-0.0000675435,-0.0000364424,0.4365021301,0.0000019125,0.0000005740,-0.0000015411,-0.0000314195,0.0001594571,0.4376316426,-0.0000003323,0.0000050632,-0.0000009660,0.0255451737,0.0005322332,0.3709673825,-0.0000003323,0.0000050632,-0.0000009660,0.0993920904,0.0015654221,0.1784901619,-0.0000003323,0.0000050632,-0.0000009660,-0.0000003323,0.0000050632,-0.0000009660,0.0005033015,-0.0363150034,0.0000192850,-0.0005036339,0.0363200667,-0.0000202510,0.9068872821,0.0002921129,-0.0002181721,-0.9999999335,-0.0684538134,-0.0012784672,-0.9976534674,-0.0684243229,-0.0012608967,-0.9976555128,-0.4860858207,-0.0075935184,-0.8738780884,-0.4860858995,-0.0075931108,-0.8738780481,-0.4861029113,-0.0076047478,-0.8738684841,0.3718462288
1777407520.6553692818,0.0183837991,0.0338917859,0.0980558246,-0.0359825574,0.0138355769,-0.0002489506,3.7530000210,3.7530791759,3.7532782555,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,-0.0007789879,-0.0050099338,-0.0030709894,0.0162089132,0.0247820895,-0.0004850626,0.2430346161,0.0899809003,-0.1291770935,2.1161948436,-0.9798069170,-0.5495035451,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0903338715,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,13.2194271088,6.3391265869,0.0000000000,0.0099906921,0.9000208378,0.0000214577,0.0200014114,0.0199787617,0.0300188065,0.0400185585,0.0599794388,0.0800337791,0.0300068855,0.0199699402,0.0099561214,0.0199637413,0.0000107288,0.0299992561,0.1399369240,262143,-0.0000671391,-0.0000362241,0.4365082610,0.0000019005,0.0000005721,-0.0000015319,-0.0000632538,0.0001087621,0.4375592950,0.0000000578,0.0000048297,-0.0000011690,0.0255137243,0.0004798115,0.3708944658,0.0000000578,0.0000048297,-0.0000011690,0.0993613017,0.0015013264,0.1784170248,0.0000000578,0.0000048297,-0.0000011690,0.0000000578,0.0000048297,-0.0000011690,0.0005053027,-0.0363086069,0.0000138361,-0.0005052449,0.0363134365,-0.0000150051,0.9069134761,0.0002579775,-0.0002316569,-0.9999999399,-0.0684930473,-0.0012898868,-0.9976507599,-0.0684741686,-0.0012852073,-0.9976520618,-0.4861700248,-0.0075853597,-0.8738313163,-0.4861700878,-0.0075850336,-0.8738312840,-0.4861862421,-0.0075736342,-0.8738223950,0.3717951477
1777407520.6654274464,0.0183837991,0.0338917859,0.0980558246,-0.0359825574,0.0138355769,-0.0002489506,3.7530000210,3.7530791759,3.7532782555,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,-0.0007789879,-0.0050099338,-0.0030709894,0.0162089132,0.0247820895,-0.0004850626,0.2430346161,0.0899809003,-0.1291770935,2.1161948436,-0.9798069170,-0.5495035451,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0903338715,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,13.2194271088,6.3391265869,0.0000000000,0.0200488567,0.9100790024,0.0100796223,0.0300595760,0.0300369263,0.0400769711,0.0500767231,0.0700376034,0.0900919437,0.0400650501,0.0300281048,0.0200142860,0.0300219059,0.0100688934,0.0400574207,0.1499950886,262143,-0.0000668708,-0.0000360794,0.4365123279,0.0000018925,0.0000005709,-0.0000015258,-0.0000820802,0.0000782938,0.4375160972,0.0000003017,0.0000046801,-0.0000012950,0.0254950634,0.0004483896,0.3708511075,0.0000003017,0.0000046801,-0.0000012950,0.0993423047,0.0014643650,0.1783754286,0.0000003017,0.0000046801,-0.0000012950,0.0000003017,0.0000046801,-0.0000012950,0.0005065039,-0.0363047968,0.0000105666,-0.0005062022,0.0363094769,-0.0000118616,0.9069287662,0.0002397028,-0.0002279316,-0.9999999453,-0.0685115387,-0.0012731564,-0.9976495117,-0.0685005338,-0.0012776697,-0.9976502616,-0.4862438848,-0.0075200956,-0.8737907831,-0.4862439353,-0.0075198347,-0.8737907573,-0.4862568578,-0.0075107152,-0.8737836445,0.3717266917
1777407520.6753587723,0.0183837991,0.0338917859,0.0980558246,-0.0359825574,0.0138355769,-0.0002489506,3.7530000210,3.7530791759,3.7532782555,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,-0.0007789879,-0.0050099338,-0.0030709894,0.0162089132,0.0247820895,-0.0004850626,0.2430346161,0.0899809003,-0.1291770935,2.1161948436,-0.9798069170,-0.5495035451,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0875378922,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,13.2194271088,6.3391265869,0.0000000000,0.0299801826,0.9200103283,0.0200109482,0.0399909019,0.0399682522,0.0500082970,0.0600080490,0.0799689293,0.0000174046,0.0499963760,0.0399594307,0.0299456120,0.0399532318,0.0200002193,0.0000095367,0.1599264145,262143,-0.0000664704,-0.0000358634,0.4365183978,0.0000018806,0.0000005690,-0.0000015167,-0.0001070426,0.0000371624,0.4374582008,0.0000006443,0.0000044644,-0.0000014708,0.0254702272,0.0004060962,0.3707932629,0.0000006443,0.0000044644,-0.0000014708,0.0993159989,0.0014166521,0.1783225900,0.0000006443,0.0000044644,-0.0000014708,0.0000006443,0.0000044644,-0.0000014708,0.0005081232,-0.0362997041,0.0000061608,-0.0005074788,0.0363041685,-0.0000076316,0.9069487369,0.0002370849,-0.0002053359,-0.9999999508,-0.0685151617,-0.0012370519,-0.9976493083,-0.0685136215,-0.0012554751,-0.9976493910,-0.4863055513,-0.0074340745,-0.8737572004,-0.4863055916,-0.0074338658,-0.8737571798,-0.4863167567,-0.0074111394,-0.8737511586,0.3716672361
1777407520.6853215694,0.0183837991,0.0338917859,0.0980558246,-0.0359825574,0.0138355769,-0.0002489506,3.7530000210,3.7530791759,3.7532782555,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,-0.0007789879,-0.0050099338,-0.0030709894,0.0162089132,0.0247820895,-0.0004850626,0.2430346161,0.0899809003,-0.1291770935,2.1161948436,-0.9798069170,-0.5495035451,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0875378922,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,13.2194271088,6.3391265869,0.0000000000,0.0399429798,0.9299731255,0.0299737453,0.0000250340,0.0499310493,0.0599710941,0.0699708462,0.0000119209,0.0099802017,0.0599591732,0.0499222279,0.0399084091,0.0000069141,0.0299630165,0.0099723339,0.1698892117,262143,-0.0000660723,-0.0000356486,0.4365244313,0.0000018687,0.0000005672,-0.0000015077,-0.0001284230,0.0000010509,0.4374078667,0.0000009606,0.0000042587,-0.0000016315,0.0254488428,0.0003691123,0.3707432906,0.0000009606,0.0000042587,-0.0000016315,0.0992922010,0.0013772000,0.1782799228,0.0000009606,0.0000042587,-0.0000016315,0.0000009606,0.0000042587,-0.0000016315,0.0005095420,-0.0362952931,0.0000023022,-0.0005085814,0.0362995518,-0.0000039337,0.9069654744,0.0002420398,-0.0001755122,-0.9999999553,-0.0685114873,-0.0011946200,-0.9976496123,-0.0685134581,-0.0012159799,-0.9976494512,-0.4863565300,-0.0073217091,-0.8737297742,-0.4863565623,-0.0073215421,-0.8737297576,-0.4863654931,-0.0073033609,-0.8737249385,0.3716321588
1777407520.6954078674,0.0179844182,0.0337485299,0.0978181660,-0.0359825574,0.0138355769,-0.0002489506,3.7530000210,3.7530791759,3.7532782555,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,-0.0007789879,-0.0050099338,-0.0030709894,0.0162089132,0.0247820895,-0.0004850626,0.2430346161,0.0899809003,-0.1291770935,2.1161948436,-0.9798069170,-0.5495035451,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0875378922,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,13.2194271088,6.3391265869,0.0000000000,0.0000462532,0.9400594234,0.0400600433,0.0101113319,0.0600173473,0.0700573921,0.0800571442,0.0100982189,0.0200664997,0.0700454712,0.0000197887,0.0000112057,0.0100932121,0.0400493145,0.0200586319,0.1799755096,262143,-0.0000658083,-0.0000355061,0.4365284336,0.0000018609,0.0000005660,-0.0000015017,-0.0001408668,-0.0000204745,0.4373781422,0.0000011575,0.0000041270,-0.0000017307,0.0254363327,0.0003471496,0.3707139583,0.0000011575,0.0000041270,-0.0000017307,0.0992776643,0.0013549700,0.1782564699,0.0000011575,0.0000041270,-0.0000017307,0.0000011575,0.0000041270,-0.0000017307,0.0005103862,-0.0362926973,0.0000000074,-0.0005092287,0.0362968243,-0.0000017382,0.9069750031,0.0002552773,-0.0001358576,-0.9999999582,-0.0685026197,-0.0011483082,-0.9976502756,-0.0685070826,-0.0011714366,-0.9976499423,-0.4863971381,-0.0072071003,-0.8737081216,-0.4863971639,-0.0072069668,-0.8737081083,-0.4864038931,-0.0071812474,-0.8737045739,0.3716004193
1777407520.7054572105,0.0179844182,0.0337485299,0.0978181660,-0.0359825574,0.0138355769,-0.0002489506,3.7530000210,3.7530791759,3.7532658577,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,-0.0007789879,-0.0050099338,-0.0030709894,0.0162089132,0.0247820895,-0.0004850626,0.2430346161,0.0899809003,-0.1291770935,2.1161948436,-0.9798069170,-0.5495035451,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0875378922,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,13.2194271088,6.3391265869,0.0000000000,0.0100955963,0.9501087666,0.0000629425,0.0201606750,0.0700666904,0.0801067352,0.0901064873,0.0201475620,0.0301158428,0.0800948143,0.0100691319,0.0100605488,0.0201425552,0.0000231266,0.0301079750,0.1900248528,262143,-0.0000654143,-0.0000352935,0.4365344070,0.0000018491,0.0000005642,-0.0000014928,-0.0001570660,-0.0000492702,0.4373387927,0.0000014330,0.0000039371,-0.0000018683,0.0254199504,0.0003178905,0.3706753943,0.0000014330,0.0000039371,-0.0000018683,0.0992577578,0.0013270255,0.1782278840,0.0000014330,0.0000039371,-0.0000018683,0.0000014330,0.0000039371,-0.0000018683,0.0005115133,-0.0362892746,-0.0000030547,-0.0005100802,0.0362932117,0.0000011864,0.9069870805,0.0002712517,-0.0000947285,-0.9999999587,-0.0684877473,-0.0010947558,-0.9976513569,-0.0684937688,-0.0011184989,-0.9976509172,-0.4864277928,-0.0070840844,-0.8736920614,-0.4864278134,-0.0070839775,-0.8736920508,-0.4864331955,-0.0070634020,-0.8736892209,0.3715586066
1777407520.7154738903,0.0179844182,0.0337485299,0.0978181660,-0.0359825574,0.0138355769,-0.0002489506,3.7530000210,3.7530791759,3.7532658577,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,-0.0007789879,-0.0050099338,-0.0030709894,0.0162089132,0.0247820895,-0.0004850626,0.2942113876,0.2586217523,-0.0135774817,0.5113646516,1.6850803195,1.1550856656,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0875378922,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,13.2194271088,6.3391265869,0.0000000000,0.0201122761,0.9601254463,0.0100796223,0.0301773548,0.0800833702,0.0901234150,0.0000443459,0.0301642418,0.0401325226,0.0901114941,0.0200858116,0.0200772285,0.0301592350,0.0100398064,0.0401246548,0.0000193119,262143,-0.0000651529,-0.0000351525,0.4365383694,0.0000018413,0.0000005630,-0.0000014868,-0.0001663550,-0.0000663181,0.4373157761,0.0000016041,0.0000038155,-0.0000019529,0.0254104901,0.0003006492,0.3706530164,0.0000016041,0.0000038155,-0.0000019529,0.0992456989,0.0013116192,0.1782127471,0.0000016041,0.0000038155,-0.0000019529,0.0000016041,0.0000038155,-0.0000019529,0.0005121790,-0.0362872816,-0.0000048625,-0.0005105749,0.0362910971,0.0000029096,0.9069937784,0.0002910208,-0.0000492586,-0.9999999564,-0.0684713473,-0.0010421709,-0.9976525390,-0.0684783504,-0.0010659168,-0.9976520332,-0.4864502187,-0.0069682255,-0.8736805072,-0.4864502352,-0.0069681400,-0.8736804986,-0.4864532725,-0.0069438950,-0.8736790005,0.3715342879
1777407520.7255065441,0.0179844182,0.0337485299,0.0978181660,-0.0359825574,0.0138355769,-0.0002489506,3.7530000210,3.7530791759,3.7532658577,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,-0.0007789879,-0.0050099338,-0.0030709894,0.0162089132,0.0247820895,-0.0004850626,0.2942113876,0.2586217523,-0.0135774817,0.5113646516,1.6850803195,1.1550856656,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0875378922,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,13.1086053848,6.2635107040,0.0000000000,0.0301449299,0.9701581001,0.0201122761,0.0402100086,0.0901160240,0.1001560688,0.0100769997,0.0401968956,0.0501651764,0.0000488758,0.0301184654,0.0301098824,0.0401918888,0.0200724602,0.0000219345,0.0100519657,262143,-0.0000647627,-0.0000349420,0.4365442833,0.0000024656,0.0000026373,0.0000003021,-0.0001782350,-0.0000889502,0.4372856387,0.0000019922,0.0000041280,-0.0000016515,0.0253982971,0.0002778939,0.3706239646,0.0000019922,0.0000041280,-0.0000016515,0.0992294107,0.0012928987,0.1781949870,0.0000019922,0.0000041280,-0.0000016515,0.0000019922,0.0000041280,-0.0000016515,0.0005130604,-0.0362846843,-0.0000072542,-0.0005110682,0.0362888122,0.0000056027,0.9070141213,0.0003108299,-0.0000054536,-0.9999999517,-0.0684524085,-0.0009872127,-0.9976538945,-0.0684598315,-0.0010102861,-0.9976533620,-0.4864639949,-0.0068539406,-0.8736737407,-0.4864640081,-0.0068538722,-0.8736737339,-0.4864664369,-0.0068344762,-0.8736725335,0.3715026379
1777407520.7354986668,0.0179844182,0.0337485299,0.0978181660,-0.0359825574,0.0138355769,-0.0002489506,3.7530000210,3.7530791759,3.7532658577,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,-0.0019653132,-0.0045703477,-0.0040631220,0.0188651811,0.0246937294,-0.0014244914,0.2942113876,0.2586217523,-0.0135774817,0.5113646516,1.6850803195,1.1550856656,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0875378922,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,13.1086053848,6.2635107040,0.0000000000,0.0401370525,0.9801502228,0.0301043987,0.0000972748,0.0000567436,0.0000369549,0.0200691223,0.0501890182,0.0601572990,0.0100409985,0.0401105881,0.0401020050,0.0000193119,0.0300645828,0.0100140572,0.0200440884,262143,-0.0000645039,-0.0000348024,0.4365482063,0.0000024557,0.0000026269,0.0000003008,-0.0001849003,-0.0001022320,0.4372682365,0.0000022333,0.0000043201,-0.0000014618,0.0253913922,0.0002646317,0.3706073546,0.0000022333,0.0000043201,-0.0000014618,0.0992197066,0.0012830431,0.1781860353,0.0000022333,0.0000043201,-0.0000014618,0.0000022333,0.0000043201,-0.0000014618,0.0005135757,-0.0362831915,-0.0000086516,-0.0005113424,0.0362875116,0.0000071898,0.9070260419,0.0003317630,0.0000394367,-0.9999999442,-0.0684339527,-0.0009357149,-0.9976552103,-0.0684414887,-0.0009578380,-0.9976546723,-0.4864717766,-0.0067509197,-0.8736702099,-0.4864717872,-0.0067508650,-0.8736702044,-0.4864720078,-0.0067303169,-0.8736702401,0.3714844882
1777407520.7455542088,0.0178868361,0.0335301049,0.0976052359,-0.0359825574,0.0138355769,-0.0002489506,3.7530000210,3.7530791759,3.7532658577,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,-0.0019653132,-0.0045703477,-0.0040631220,0.0188651811,0.0246937294,-0.0014244914,0.2942113876,0.2586217523,-0.0135774817,0.5113646516,1.6850803195,1.1550856656,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0875378922,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,13.1086053848,6.2635107040,0.0000000000,0.0000839233,0.9902057648,0.0401599407,0.0101528168,0.0101122856,0.0100924969,0.0301246643,0.0602445602,0.0702128410,0.0200965405,0.0000371933,0.0000169277,0.0100748539,0.0401201248,0.0200695992,0.0300996304,262143,-0.0000904670,-0.0000248304,0.4365320252,0.0000024408,0.0000026113,0.0000002990,-0.0002114109,-0.0001129402,0.4372305613,0.0000025697,0.0000045854,-0.0000011931,0.0253644780,0.0002540692,0.3705709679,0.0000025697,0.0000045854,-0.0000011931,0.0991885081,0.0012782685,0.1781613007,0.0000025697,0.0000045854,-0.0000011931,0.0000025697,0.0000045854,-0.0000011931,0.0005140582,-0.0362807123,-0.0000099997,-0.0005114884,0.0362852977,0.0000088066,0.9070548405,0.0003542524,0.0000800405,-0.9999999340,-0.0684087377,-0.0008871465,-0.9976569839,-0.0684191264,-0.0009067344,-0.9976562539,-0.4864701205,-0.0066571683,-0.8736718514,-0.4864701290,-0.0066571245,-0.8736718470,-0.4864703047,-0.0066406861,-0.8736718743,0.3714500666
1777407520.7554602623,0.0178868361,0.0335301049,0.0976052359,-0.0359825574,0.0138355769,-0.0002489506,3.7530000210,3.7530791759,3.7532544136,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,-0.0019653132,-0.0045703477,-0.0040631220,0.0188651811,0.0246937294,-0.0014244914,0.2942113876,0.2586217523,-0.0135774817,0.5113646516,1.6850803195,1.1550856656,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0875378922,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,13.1086053848,6.2635107040,0.0000000000,0.0099899769,0.0000579357,0.0000259876,0.0200588703,0.0200183392,0.0199985504,0.0400307178,0.0701506138,0.0801188946,0.0300025940,0.0099432468,0.0099229813,0.0199809074,0.0000154972,0.0299756527,0.0400056839,262143,-0.0000902861,-0.0000247807,0.4365340131,0.0000024358,0.0000026062,0.0000002984,-0.0002192902,-0.0001160967,0.4372193590,0.0000026755,0.0000046680,-0.0000011076,0.0253564515,0.0002509822,0.3705602242,0.0000026755,0.0000046680,-0.0000011076,0.0991790236,0.0012771942,0.1781545073,0.0000026755,0.0000046680,-0.0000011076,0.0000026755,0.0000046680,-0.0000011076,0.0005141693,-0.0362798916,-0.0000103193,-0.0005114938,0.0362845596,0.0000092117,0.9070656395,0.0003837131,0.0001171391,-0.9999999195,-0.0684087377,-0.0008871465,-0.9976569839,-0.0683927469,-0.0008621905,-0.9976581022,-0.4864601372,-0.0065794597,-0.8736779988,-0.4864601440,-0.0065794247,-0.8736779953,-0.4864560176,-0.0065652852,-0.8736803992,0.3714500666
1777407520.7654709816,0.0178868361,0.0335301049,0.0976052359,-0.0359825574,0.0138355769,-0.0002489506,3.7530000210,3.7530791759,3.7532544136,-0.1000000015,0.0000000000,-0.0399999991,0.0000000000,-0.0019653132,-0.0045703477,-0.0040631220,0.0188651811,0.0246937294,-0.0014244914,0.2942113876,0.2586217523,-0.0135774817,0.5113646516,1.6850803195,1.1550856656,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0875378922,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,13.1086053848,6.2635107040,0.0000000000,0.0200006962,0.0100686550,0.0100367069,0.0300695896,0.0300290585,0.0300092697,0.0500414371,0.0000343323,0.0901296139,0.0400133133,0.0199539661,0.0199337006,0.0299916267,0.0100262165,0.0399863720,0.0500164032,262143,-0.0000897454,-0.0000246323,0.4365399532,0.0000024211,0.0000025908,0.0000002967,-0.0002402892,-0.0001244303,0.4371894895,0.0000029743,0.0000048990,-0.0000008630,0.0253349792,0.0002429125,0.3705318028,0.0000029743,0.0000048990,-0.0000008630,0.0991531448,0.0012753202,0.1781379912,0.0000029743,0.0000048990,-0.0000008630,0.0000029743,0.0000048990,-0.0000008630,0.0005144605,-0.0362777232,-0.0000111576,-0.0005114862,0.0362826221,0.0000102946,0.9070948546,0.0004138844,0.0001494454,-0.9999999032,-0.0683805283,-0.0008448621,-0.9976589545,-0.0683605560,-0.0008219049,-0.9976603424,-0.4864436637,-0.0065155398,-0.8736876500,-0.4864395045,-0.0065149586,-0.8736899700,-0.4864362030,-0.0065036470,-0.8736918925,0.3714268208
