t_sec,pose_x,pose_y,pose_z,pose_roll,pose_pitch,pose_yaw,status_battery_voltage,raw_battery_voltage,filt_battery_voltage,cmd_x,cmd_y,cmd_z,cmd_yaw,est_vx,est_vy,est_vz,est_ax,est_ay,est_az,gyro_x,gyro_y,gyro_z,angAcc_x,angAcc_y,angAcc_z,velDes_vx,velDes_vy,velDes_vz,attDes_roll,attDes_pitch,attDes_yaw,motor_f1,motor_f2,motor_f3,motor_f4,motor_f1_scaled,motor_f2_scaled,motor_f3_scaled,motor_f4_scaled,bodyInFx,bodyInFy,bodyInFz,droneWorldFx,droneWorldFy,droneWorldFz,droneWorldFx_scaled,droneWorldFy_scaled,droneWorldFz_scaled,zero_bias_count,rateDes_roll,rateDes_pitch,rateDes_yaw,age_pose,age_status,age_cf_voltage,age_cmd_position,age_stateEstimate_velocity,age_stateEstimate_acc,age_gyro_feedback,age_vel_des,age_att_des,age_rate_des,age_cf_motor_force,age_cf_motor_force_scaled,age_cf_body_input_force,age_cf_world_force,age_cf_F_input_scaled,age_cf_zero_bias_dbg,validity_bitmask
1777406307.3281948566,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1
1777406307.3382601738,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.1384017915,-0.3822513819,0.1097514778,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,897.6850585938,540.9395141602,0.0000000000,inf,inf,inf,inf,inf,inf,0.0000140667,inf,inf,0.0000050068,inf,inf,inf,inf,inf,inf,2307
1777406307.3482084274,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0023933011,0.0016719695,0.0098950081,-0.7261874676,0.6525168419,-1.2176308632,-0.1384017915,-0.3822513819,0.1097514778,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0000000000,0.0000000000,-0.0000000000,nan,897.6850585938,540.9395141602,0.0000000000,inf,inf,inf,inf,0.0000123978,0.0000095367,0.0099623203,0.0000069141,inf,0.0099532604,inf,inf,inf,inf,0.0000042915,inf,68547
1777406307.3582451344,0.0307044350,0.0337009914,0.0980773270,-2.4661157375,1.2210685573,0.0010102844,nan,nan,nan,nan,nan,nan,nan,-0.0023933011,0.0016719695,0.0098950081,-0.7261874676,0.6525168419,-1.2176308632,-0.1384017915,-0.3822513819,0.1097514778,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,-0.0000000000,0.0000000000,-0.0000000000,nan,897.6850585938,540.9395141602,0.0000000000,0.0000171661,inf,inf,inf,0.0100491047,0.0100462437,0.0199990273,0.0100436211,inf,0.0199899673,0.0000073910,inf,0.0000042915,inf,0.0100409985,inf,89031
1777406307.3682053089,0.0307044350,0.0337009914,0.0980773270,-2.4661157375,1.2210685573,0.0010102844,nan,4.1384162903,4.1386528015,nan,nan,nan,nan,-0.0023933011,0.0016719695,0.0098950081,-0.7261874676,0.6525168419,-1.2176308632,-0.1384017915,-0.3822513819,0.1097514778,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,-0.0000000000,0.0000000000,-0.0000000000,nan,897.6850585938,540.9395141602,0.0000000000,0.0099773407,inf,0.0000090599,inf,0.0200092793,0.0200064182,0.0299592018,0.0200037956,inf,0.0299501419,0.0099675655,0.0000047684,0.0099644661,inf,0.0200011730,inf,97239
1777406307.3781995773,0.0307044350,0.0337009914,0.0980773270,-2.4661157375,1.2210685573,0.0010102844,nan,4.1384162903,4.1386528015,nan,nan,nan,nan,-0.0023933011,0.0016719695,0.0098950081,-0.7261874676,0.6525168419,-1.2176308632,-0.1384017915,-0.3822513819,0.1097514778,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,nan,897.6850585938,540.9395141602,0.0000000000,0.0199716091,inf,0.0100033283,inf,0.0300035477,0.0300006866,0.0399534702,0.0299980640,inf,0.0399444103,0.0199618340,0.0099990368,0.0199587345,0.0000057220,0.0299954414,inf,130007
1777406307.3881988525,0.0307044350,0.0337009914,0.0980773270,-2.4661157375,1.2210685573,0.0010102844,nan,4.1384162903,4.1386528015,nan,nan,nan,nan,-0.0023933011,0.0016719695,0.0098950081,-0.7261874676,0.6525168419,-1.2176308632,-0.1384017915,-0.3822513819,0.1097514778,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0428176858,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,nan,897.6850585938,540.9395141602,0.0000000000,0.0299708843,inf,0.0200026035,inf,0.0400028229,0.0399999619,0.0499527454,0.0399973392,0.0000038147,0.0499436855,0.0299611092,0.0199983120,0.0299580097,0.0100049973,0.0399947166,inf,131031
1777406307.3981781006,0.0307044350,0.0337009914,0.0980773270,-2.4661157375,1.2210685573,0.0010102844,nan,4.1384162903,4.1386528015,nan,nan,nan,nan,-0.0023933011,0.0016719695,0.0098950081,-0.7261874676,0.6525168419,-1.2176308632,-0.1384017915,-0.3822513819,0.1097514778,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0428176858,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,nan,897.6850585938,540.9395141602,0.0000000000,0.0399501324,inf,0.0299818516,inf,0.0499820709,0.0499792099,0.0599319935,0.0499765873,0.0099830627,0.0599229336,0.0399403572,0.0299775600,0.0399372578,0.0199842453,0.0000030994,inf,131031
1777406307.4082045555,0.0301271509,0.0335894041,0.0980993360,-2.5856303188,1.1608223277,-0.0008723015,nan,4.1384162903,4.1386528015,nan,nan,nan,nan,-0.0023933011,0.0016719695,0.0098950081,-0.7261874676,0.6525168419,-1.2176308632,-0.1384017915,-0.3822513819,0.1097514778,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0428176858,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,nan,897.6850585938,540.9395141602,0.0000000000,0.0000131130,inf,0.0400083065,inf,0.0600085258,0.0600056648,0.0699584484,0.0600030422,0.0200095177,0.0699493885,0.0000059605,0.0400040150,0.0000030994,0.0300107002,0.0100295544,inf,131031
1777406307.4181461334,0.0301271509,0.0335894041,0.0980993360,-2.5856303188,1.1608223277,-0.0008723015,nan,4.1384162903,4.1386413574,nan,nan,nan,nan,-0.0023933011,0.0016719695,0.0098950081,-0.7261874676,0.6525168419,-1.2176308632,-0.1384017915,-0.3822513819,0.1097514778,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0428176858,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,-0.0000000000,nan,897.6850585938,540.9395141602,0.0000000000,0.0099546909,inf,0.0000059605,inf,0.0699501038,0.0699472427,0.0799000263,0.0699446201,0.0299510956,0.0798909664,0.0099475384,0.0000030994,0.0099446774,0.0399522781,0.0199711323,inf,131031
