pose_x,pose_y,pose_z,pose_roll,pose_pitch,pose_yaw,cmd_x,cmd_y,cmd_z,cmd_yaw,f1,f2,f3,f4,pwm1,pwm2,pwm3,pwm4,bodyFx,bodyFy,bodyFz,worldFx,worldFy,worldFz,bodyTx,bodyTy,bodyTz,stateVx,stateVy,stateVz,posVx,posVy,posVz,accWx,accWy,accWz,velDes_vx,velDes_vy,velDes_vz,attDes_roll,attDes_pitch,attDes_yaw,status_battery_voltage,pm_vbat,zero_bias_count,mobForceNone_x,mobForceNone_y,mobForceNone_z,mobForceResidual_x,mobForceResidual_y,mobForceResidual_z,mobTorque_x,mobTorque_y,mobTorque_z,mobResidual_x,mobResidual_y,mobResidual_z,accRawBody_x,accRawBody_y,accRawBody_z,gyroBody_x,gyroBody_y,gyroBody_z
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1685367376,-0.0347608477,0.0328451172
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0128580509,-0.0003238213,-0.0010310976,-0.0388637818,0.0028418791,-0.0014623887,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1685367376,-0.0347608477,0.0328451172
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0140023297,0.0000074207,0.0011122104,0.0128580509,-0.0003238213,-0.0010310976,-0.0388637818,0.0028418791,-0.0014623887,nan,nan,nan,0.0000000000,0.0000000000,0.0146974139,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1685367376,-0.0347608477,0.0328451172
0.0046141264,0.1130035147,0.0911175758,-0.0027803356,0.1107581474,-0.0001541301,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0140023297,0.0000074207,0.0011122104,0.0128580509,-0.0003238213,-0.0010310976,-0.0620212220,0.0211774744,-0.0063155778,nan,nan,nan,0.0000000000,0.0000000000,0.0146974139,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.1139516383,-0.0022491710,0.9932149053,0.0840899870,-0.0945701525,-0.1156276986
0.0046141264,0.1130035147,0.0911175758,-0.0027803356,0.1107581474,-0.0001541301,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0179222636,0.0002760293,0.0012847991,0.0052573946,-0.0002146065,-0.0004194517,-0.0620212220,0.0211774744,-0.0063155778,nan,nan,nan,0.0000000000,0.0000000000,0.0146974139,nan,3.5208210945,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.1139516383,-0.0022491710,0.9932149053,0.0840899870,-0.0945701525,-0.1156276986
0.0053779883,0.1130057052,0.0910557657,-0.0027803356,0.1107581474,-0.0001541301,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0179222636,0.0002760293,0.0012847991,0.0052573946,-0.0002146065,-0.0004194517,-0.0620212220,0.0211774744,-0.0063155778,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0146974139,nan,3.5208210945,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.1140687689,-0.0007954550,0.9932179451,0.3509657383,0.2995039821,-0.0796557143
0.0053779883,0.1130057052,0.0910557657,-0.0027803356,0.1107581474,-0.0001541301,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0179222636,0.0002760293,0.0012847991,0.0100682909,-0.0001134154,-0.0008600353,-0.0466152243,-0.0057823854,0.0208991189,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0146974139,nan,3.5208210945,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.1140687689,-0.0007954550,0.9932179451,0.3509657383,0.2995039821,-0.0796557143
0.0053779883,0.1130057052,0.0910557657,-0.0027803356,0.1107581474,-0.0001541301,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0119921220,0.0005278152,0.0008090721,0.0100682909,-0.0001134154,-0.0008600353,-0.0466152243,-0.0057823854,0.0208991189,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0101563009,nan,3.5208210945,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.1140687689,-0.0007954550,0.9932179451,0.3509657383,0.2995039821,-0.0796557143
0.0051193684,0.1130288094,0.0910660997,-0.0027803356,0.1107581474,-0.0001541301,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0119921220,0.0005278152,0.0008090721,0.0100682909,-0.0001134154,-0.0008600353,-0.0460416302,-0.0117791807,0.0095894337,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0101563009,nan,3.5208210945,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.1143831015,-0.0023202307,0.9939838648,-0.0130240032,0.1034501940,0.0495581925
0.0051193684,0.1130288094,0.0910660997,-0.0027803356,0.1107581474,-0.0001541301,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0157578308,0.0004836475,0.0015104957,0.0038099680,0.0000446240,-0.0003270589,-0.0460416302,-0.0117791807,0.0095894337,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0101563009,nan,3.5208210945,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.1143831015,-0.0023202307,0.9939838648,-0.0130240032,0.1034501940,0.0495581925
