t_sec,pose_x,pose_y,pose_z,pose_roll,pose_pitch,pose_yaw,status_battery_voltage,raw_battery_voltage,filt_battery_voltage,cmd_x,cmd_y,cmd_z,cmd_yaw,est_vx,est_vy,est_vz,est_ax,est_ay,est_az,gyro_x,gyro_y,gyro_z,angAcc_x,angAcc_y,angAcc_z,velDes_vx,velDes_vy,velDes_vz,attDes_roll,attDes_pitch,attDes_yaw,motor_f1,motor_f2,motor_f3,motor_f4,motor_f1_scaled,motor_f2_scaled,motor_f3_scaled,motor_f4_scaled,bodyInFx,bodyInFy,bodyInFz,droneWorldFx,droneWorldFy,droneWorldFz,droneWorldFx_scaled,droneWorldFy_scaled,droneWorldFz_scaled,zero_bias_count,rateDes_roll,rateDes_pitch,rateDes_yaw,age_pose,age_status,age_cf_voltage,age_cmd_position,age_stateEstimate_velocity,age_stateEstimate_acc,age_gyro_feedback,age_vel_des,age_att_des,age_rate_des,age_cf_motor_force,age_cf_motor_force_scaled,age_cf_body_input_force,age_cf_world_force,age_cf_F_input_scaled,age_cf_zero_bias_dbg,validity_bitmask
1777403823.0102198124,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1
1777403823.0202524662,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3
1777403823.0303227901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0046329373,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0000000000,-0.0000000000,0.0000000000,nan,nan,nan,nan,inf,inf,inf,inf,inf,inf,inf,inf,0.0000188351,inf,inf,inf,inf,inf,0.0000078678,inf,66563
1777403823.0401759148,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0046329373,0.0000000000,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,0.0000000000,-0.0000000000,0.0000000000,nan,nan,nan,nan,inf,inf,inf,inf,inf,inf,inf,inf,0.0098719597,inf,0.0000164509,inf,0.0000066757,inf,0.0098609924,inf,87043
1777403823.0502166748,0.0404628813,0.0351144336,0.1011220887,0.0339597685,0.4579433335,-0.0006109686,nan,4.0222873688,4.0272436142,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0046329373,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,0.0000000000,-0.0000000000,0.0000000000,nan,nan,nan,nan,0.0000278950,inf,0.0000147820,inf,inf,inf,inf,inf,0.0199127197,inf,0.0100572109,0.0000066757,0.0100474358,inf,0.0199017525,inf,95255
1777403823.0601527691,0.0404628813,0.0351144336,0.1011220887,0.0339597685,0.4579433335,-0.0006109686,nan,4.0222873688,4.0272436142,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0046329373,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,nan,nan,nan,nan,0.0099639893,inf,0.0099508762,inf,inf,inf,inf,inf,0.0298488140,inf,0.0199933052,0.0099427700,0.0199835300,0.0000064373,0.0298378468,inf,128023
1777403823.0701637268,0.0404628813,0.0351144336,0.1011220887,0.0339597685,0.4579433335,-0.0006109686,nan,4.0222873688,4.0272436142,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0947896540,0.1020882130,0.0725917220,nan,nan,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0046329373,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,nan,nan,nan,0.0199749470,inf,0.0199618340,inf,inf,inf,0.0000143051,inf,0.0398597717,inf,0.0300042629,0.0199537277,0.0299944878,0.0100173950,0.0398488045,0.0000059605,259351
1777403823.0801756382,0.0404628813,0.0351144336,0.1011220887,0.0339597685,0.4579433335,-0.0006109686,nan,4.0222873688,4.0272436142,nan,nan,nan,nan,nan,nan,nan,0.4312241971,-0.0327580273,-0.0972044468,-0.0947896540,0.1020882130,0.0725917220,nan,nan,nan,nan,nan,nan,0.0000000000,0.0000000000,0.0046329373,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,-13.7869892120,313.0083618164,-0.1723218709,0.0299868584,inf,0.0299737453,inf,inf,0.0000214577,0.0100262165,inf,0.0498716831,0.0000133514,0.0400161743,0.0299656391,0.0400063992,0.0200293064,0.0000059605,0.0100178719,261527
1777403823.0901854038,0.0404628813,0.0351144336,0.1011220887,0.0339597685,0.4579433335,-0.0006109686,nan,4.0222873688,4.0272436142,nan,nan,nan,nan,-0.0019446253,0.0020001985,0.0019415322,0.4312241971,-0.0327580273,-0.0972044468,-0.0947896540,0.1020882130,0.0725917220,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0046329373,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,-13.7869892120,313.0083618164,-0.1723218709,0.0399966240,inf,0.0399835110,inf,0.0000293255,0.0100312233,0.0200359821,0.0000209808,0.0598814487,0.0100231171,0.0000133514,0.0399754047,0.0000057220,0.0300390720,0.0100157261,0.0200276375,262103
1777403823.1001896858,0.0403483249,0.0352055654,0.1011699215,0.0373000501,0.4921079842,0.0008067827,nan,4.0275659561,4.0271396637,nan,nan,nan,nan,-0.0019446253,0.0020001985,0.0019415322,0.4312241971,-0.0327580273,-0.0972044468,-0.0947896540,0.1020882130,0.0725917220,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0046329373,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,-13.7869892120,313.0083618164,-0.1723218709,0.0000269413,inf,0.0000143051,inf,0.0100336075,0.0200355053,0.0300402641,0.0100252628,0.0698857307,0.0200273991,0.0100176334,0.0000061989,0.0100100040,0.0400433540,0.0200200081,0.0300319195,262103
1777403823.1101801395,0.0403483249,0.0352055654,0.1011699215,0.0373000501,0.4921079842,0.0008067827,nan,4.0275659561,4.0271396637,nan,nan,nan,nan,-0.0019446253,0.0020001985,0.0019415322,0.4312241971,-0.0327580273,-0.0972044468,-0.0947896540,0.1020882130,0.0725917220,nan,nan,nan,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0046329373,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,-13.7869892120,313.0083618164,-0.1723218709,0.0100173950,inf,0.0100047588,inf,0.0200240612,0.0300259590,0.0400307178,0.0200157166,0.0798761845,0.0300178528,0.0200080872,0.0099966526,0.0200004578,0.0000078678,0.0300104618,0.0400223732,262103
